,gold_sents,pegasus_output_sents
563,"On May 17, 2018, the plaintiff, a catholic foster care and social services agency, filed a lawsuit in the U.S. District Court for the Eastern District of Pennsylvania against the City of Philadelphia.[SENTMARKER]The plaintiffs alleged that the City's decision to stop referring foster care discriminated against them for their religious beliefs and violated their contract, constitutional rights, and state law.[SENTMARKER]On June 13, 2018, Judge Petrese B. Tucker denied the plaintiffs motion for a preliminary injunction holding that the City of Philadelphia was entitled to suspend the contract for violations of the City Fair Ordinance which prohibited discrimination on the basis of sexual orientation.[SENTMARKER]The plaintiffs appealed on the same day, and the Third Circuit affirmed the lower court's decision on April 22, 2020.[SENTMARKER]The case is ongoing, and the Supreme Court granted the plaintiff's petition for writ of certiorari on February 24, 2020.","On April 22, 2019, a Catholic social services agency sued the City of Philadelphia in the U.S. District Court for the Eastern District of Pennsylvania for violating the First Amendment's Free Exercise, Establishment, and Freedom-of-Speech Clauses and the Pennsylvania Religious Freedom Protection Act.[SENTMARKER]The complaint alleged that the City's Fair Practices Ordinance prohibited the agency from discriminating against prospective foster parents based on sexual orientation.[SENTMARKER]The district court denied the agency's motion for preliminary injunctive relief.[SENTMARKER]The Third Circuit affirmed the district court's denial of this motion, and the case is currently on appeal."
564,"Plaintiffs challenged a city ordinance prohibiting residents from living in trailers or homes worth less than $7500.[SENTMARKER]Less than a week after plaintiffs filed their complaint suit, the City changed the ordinance and eliminated the provision at issue.[SENTMARKER]Ultimately the parties settled outside of court for roughly $20,000.","On September 12, 2016, the City of McCrory passed an ordinance prohibiting the placement of mobile homes within the City unless the owners showed at their own cost that the trailers have a value of at least $7,500.[SENTMARKER]The plaintiffs, who live or will live in mobile homes valued at less than $7,500, filed this suit against the City and its police chief in the United District Court for the Eastern District Of Arkansas.[SENTMARKER]The complaint alleged that the defendants violated the plaintiffs' constitutional rights by attempting to banish them from the City by enforcing an ordinance that was disproportionate to the alleged misconduct.[SENTMARKER]The defendants moved to dismiss the case without prejudice, and the case was dismissed with prejudice.[SENTMARKER]The case is now closed."
565,"In August 2017, the Department of Housing and Urban Development (“HUD”) abruptly announced it would delay, by two years, a rule designed to allow low-income families greater choice in their housing options.[SENTMARKER]The Plaintiffs argued that HUD’s failure to implement the rule violated the Administrative Procedure Act, and they sought a preliminary injunction, which was granted.[SENTMARKER]HUD then agreed to implement the rule and paid the Plaintiffs' attorney's fees.","On June 15, 2018, a group of low-income housing voucher holders and a nonprofit organization filed this suit against the Department of Housing and Urban Development (HUD) under the Administrative Procedure Act (APA) in the United States District Court for the District of Columbia.[SENTMARKER]The plaintiffs alleged that HUD's decision to suspend implementation of its own promulgated rule, the Small Area Fair Market Rent Rule (Small Area FMR Rule), was arbitrary and capricious and violated the Fair Housing and Community Development Act (Fair Housing Act).[SENTMARKER]The plaintiffs sought a preliminary injunction requiring HUD to implement the Rule on its effective date of January 1, 2018.[SENTMARKER]The court granted the plaintiffs' motion for preliminary injunction, finding that the two-year delay of the Rule's implementation was arbitrary, capricious, and unlawful.[SENTMARKER]The court also found that HUD had failed to show that it had the authority to delay implementation of the rule.[SENTMARKER]The case is now closed and the parties have agreed to settle the case."
566,"This case was brought in Indiana federal court and in Michigan federal court by the United States against the developers, builders, and operators of rental apartment complexes in Indiana, Michigan, Illinois, Ohio, Wisconsin, and Virginia.[SENTMARKER]The plantiff claimed the defendants had designed and built apartments that are not accessible to persons with disabilities.[SENTMARKER]The consent decree that resulted calls for millions of dollars in retrofits to apartments in six different states, and compensatory damages in the amount of $1,060,000.","On September 30, 2005, the U.S. District Court for the Northern District of Indiana entered a Consent Order in the Fair Housing Act case brought by the United States against Edward Rose and Sons, Inc., a real estate development company, several affiliate companies, and individual architects and architectural firms.[SENTMARKER]The consent order required the defendants to retrofit 49 apartment complexes in Michigan, Indiana, Illinois, Ohio, Wisconsin, Virginia, and Nebraska to enhance their accessibility to individuals with physical disabilities.[SENTMARKER]The parties agreed to the consent order, which will remain in effect for five years, in the event that the parties cannot resolve their differences informally, any party may move the Court for an order compelling compliance with the Consent Order and for attorney's fees and costs."
567,"On September 28, 2020, the Massachusetts Fair Housing Center and Housing Works, Inc. filed a complaint against the U.S. Department of Housing and Urban Development and the Secretary of HUD in the U.S. District Court for the District of Massachusetts.[SENTMARKER]The plaintiffs sued the defendants under the Administrative Procedure Act, 5 U.S.C. §§ 702-703, alleging that a new HUD rule (“the 2020 Rule”) limiting disparate impact claims under the Fair Housing Act was contrary to law and arbitrary and capricious.[SENTMARKER]The plaintiffs sought to enjoin the defendants from implementing the 2020 Rule until after this case was resolved and filed a motion for a preliminary injunction on October 6, 2020.[SENTMARKER]The court granted the plaintiffs’ motion on October 25, 2020, finding that the plaintiffs were likely to succeed on the merits of their claim that the 2020 Rule was arbitrary and capricious.[SENTMARKER]This case is ongoing.","On September 28, 2020, a group of Massachusetts fair housing organizations filed this suit in the U.N.[SENTMARKER]District Court for the District of Massachusetts against HUD, alleging that HUD’s implementation of the Fair Housing Act’s disparate treatment standard (the 2020 Rule) violated the Administrative Procedure Act (APA) and the Equal Access to Justice Act (E.A.J.).[SENTMARKER]The parties sought a declaratory judgment and injunctive relief, seeking to vacate the 2020 Rule and set it aside.[SENTMARKER]The court granted the parties’ motion for preliminary injunction on October 6, 2020, and granted their motion for a stay on September 24, 2020.[SENTMARKER]On September 24, 2020, HUD issued the final 2020 Rule in the Federal Register.[SENTMARKER]The parties then filed a motion to vacate, and the court granted their request for a temporary restraining order and a preliminary injunction.[SENTMARKER]On September 29, 2020, the court entered a final judgment in favor of the parties, setting the date for the final judgment to be entered on October 10, 2020."
568,"On August 31, 2006, in the U.S. District Court for the Eastern District of Kentucky, DOJ simultaneously filed a CRIPA complaint against the state and a settlement agreement between the parties, the latter referencing and attaching the strategic action plan obligating the state to implement remedial measures at the Oakwood Developmental Center.[SENTMARKER]The court monitored implementation of the agreement until 2011, when the case was closed.","On June 22, 2001, the U.S. Department of Justice (""DOJ"") filed a civil rights lawsuit in the United States District Court for the Eastern District of Kentucky against the Commonwealth of Kentucky and the Oakwood Developmental Center (""Oakwood""), a facility for individuals with developmental disabilities located in Somerset, Kentucky.[SENTMARKER]The complaint alleged that the defendants violated the civil rights of residents by failing to protect them from harm due to abuse and mistreatment, failing to maintain a safe environment, inadequate nursing and direct care staff, and inadequate individual support plans (""ISPs"") for its residents.[SENTMARKER]The case was dismissed on September 29, 2011 by Judge Karen K. Caldwell.[SENTMARKER]The Commonwealth agreed to implement and maintain a strategic action plan (""SAP""), which details methods by which the Commonwealth will operate Oakwood and provide services to residents of the facility.[SENTMARKER]The SAP also requires the Commonwealth to provide residents with timely and appropriate dental care."
569,"On June 7, 2007, attorneys with the Southern Poverty Law Center filed a class action lawsuit in the U. S.[SENTMARKER]District Court for the Western District of Arkansas on behalf of about 2,700 Mexican migrant workers who entered the United States with H-2A visas and harvested and packed tomatoes and performed other agricultural work in Bradley County, Ark., from 2002 to 2007.[SENTMARKER]Plaintiffs alleged that the employers violated the Fair Labor Standards Act (""FLSA""), 29 U.S.C. § 201 et seq. by failing to pay the prevailing wage and overtime wages, and not reimbursing workers for travel, visa and hiring fees.[SENTMARKER]On May 20, 2011, the Court (Judge Harry F. Barnes) granted summary judgment for the plaintiffs.[SENTMARKER]Later, the parties reached a settlement agreement, and a final version of the agreement was approved by the Court on April 9, 2012, requiring the defendants to pay $1,212,500 in damages and attorney fees to plaintiffs.[SENTMARKER]Defendants breached this agreement and the Court entered judgment against them on September 4, 2013.","DATE | Candy Brand, LLC  2004 DATE | Little Rock DATE | Arkansas Tomato Shippers  2005 DATE | DATE | Western District of Arkansas DATE ||| October 31, 2008 DATE | December 29, 2011 DATE  1:07 cv01048RTD PerezBenites et al.[SENTMARKER]filed this class action lawsuit in the United States District Court for the Western district of Arkansas on October 31, 2004.[SENTMARKER]The plaintiffs alleged that the defendants violated the Fair Labour Standards Act (FLSA) by failing to pay them the minimum and overtime wages required by the FLSA when they worked more than forty hours in a work week in Defendants’ packing shed operations.[SENTMARKER]The plaintiffs also alleged that Candy Brand did not pay them properly for their return travel at the end of the season.[SENTMARKER]The parties entered into a settlement agreement on December 29, 2011.[SENTMARKER]Under the settlement agreement, the parties agreed to pay $1,215,500 to the plaintiffs.[SENTMARKER]The settlement is subject to court approval, and the parties have agreed to implement and comply with the settlement terms."
570,"On August 31, 2010, hourly employees sued their employer under federal and state employment and non-discrimination statutes for requiring plaintiffs to work as many as fourteen hours a day without compensating them with mandatory overtime pay.[SENTMARKER]The plaintiffs dismissed their federal claims in order to participate in a civil action filed by the U.S. Department of Labor against defendants and the court declined to exercise supplemental jurisdiction over plaintiffs' state law claims.","On April 21, 2010, a former employee of Terra Universal, Inc. (Terra Universal) filed this class action in the U.S. District Court for the Central district of California against Terra Universal and George Sadaghiani, a former manager of the company.[SENTMARKER]The employee, Andres Morales, and other class members alleged that Terra Universal engaged in unfair and unlawful business practices by requiring them to work as many as 14 hours a day without overtime pay and, in some cases, without any payment of wages.[SENTMARKER]In addition, the employee alleged that the company deprived them of overtime compensation on account of their immigration status.[SENTMARKER]The court granted a motion for summary judgment in favor of the defendant, and the case was transferred to the Southern division of the court on April 21, 2010.[SENTMARKER]The parties agreed to settle the case for a total of $325,000.[SENTMARKER]The parties entered into a settlement agreement in which the defendant agreed to pay $325,000 in liquidated damages to all of the class members.[SENTMARKER]The settlement was subject to court approval."
571,"A class-action lawsuit on behalf of people facing deportation proceedings, who are detainees at facilities contracted by U.S. Immigration and Customs Enforcement, resulted in a settlement agreement.[SENTMARKER]The plaintiff-detainees alleged that ICE restricted their telephone access, violating their rights under the First, Fifth, and Sixth Amendments and the Immigration and Nationality Act.[SENTMARKER]The terms of the settlement agreement included provisions for longer access to free and private phone calls in a timely manner, as well as attorneys’ fees.","On April 16, 2014, a class action lawsuit was filed in the United States District Court for the Northern District of California against U.S. Immigration and Customs Enforcement (ICE) and its parent agency, the Department of Homeland Security (DHS) alleging that ICE did not provide adequate telephone access for immigration detainees housed in Contra Costa West County Detention Facility, Yuba County Jail, Rio Cosumnes Correctional Center, and Mesa Verde Detention Facility.[SENTMARKER]The plaintiffs alleged that the cost of phone calls was unreasonably expensive, particularly as many detainees were indigent.[SENTMARKER]The parties reached a settlement in which ICE agreed to pay $405,000 to class counsel to settle claims for attorney's fees and costs incurred in this litigation.[SENTMARKER]The settlement will be in effect for four years after that, and the parties agreed that any action or proceeding to enforce the terms of the settlement shall be brought exclusively in the Northern district of California."
572,"On June 4, 2013, plaintiffs, natives of Mexico who had agreed to voluntary departure from the United States, filed this class-action lawsuit in the U.S. District Court of the Central District of California under the Immigration and Nationality Act (""INA""), 8 U.S.C. §1101, and state law against the acting director of Homeland Security, U.S. Customs and Border Protection (""CBP"") and Bureau of Immigration and Customs Enforcement (""ICE"").[SENTMARKER]The plaintiffs alleged that the defendant's agencies in southern California violated INA by coercing plaintiffs into accepting voluntary departure through misstatements, omissions, threats, and/or pressure in violation of defendants' own regulations.[SENTMARKER]The parties settled on March 11, 2015, where defendants agreed to allow applications from the class members that would enable their return to the United States and their legal position prior to acceptance of voluntary departure.","In the early 1980s, a class of asylum seekers sued the Department of Homeland Security for unlawful administrative voluntary departure practices in Southern California.[SENTMARKER]In June 2013, the parties reached a settlement agreement in the case.[SENTMARKER]The parties sought declaratory and injunctive relief to correct the unlawful practices of immigration enforcement agencies.[SENTMARKER]The settlement agreement, which was entered into by the parties on June 4, 2013, provided that certain individuals would be allowed to return to the United States in a manner that restores them to their legal position that they had occupied prior to their respective voluntary departures.[SENTMARKER]In addition, the parties agreed that the parties would provide each other with a copy of the settlement agreement.[SENTMARKER]The case is now closed and the parties have agreed to dismiss the case with prejudice."
573,"On July 10, 2018, the ACLU of Northern California filed this FOIA suit against U.S. Immigrations and Customs Enforcement.[SENTMARKER]The plaintiff sought records pursuant to a FOIA request about the defendant's use of a contractor to process and transport immigration detainees, some of whom had allegedly suffered injury and death due to the contractor's malfeasance.[SENTMARKER]The plaintiff sought an order from the court that the defendant provide the records.[SENTMARKER]This case was combined with a suit from a private plaintiff alleging mistreatment in ICE and G4S custody in July 2019.[SENTMARKER]Document production appears to be continuing smoothly at a rate of 750 pages per month, but shifting production online due to COVID-19 has yielded some issues in getting documents over to the plaintiff.[SENTMARKER]Document production is ongoing.","On December 18, 2017, the ACLU of Northern California filed a Freedom of Information Act (FOIA) request in the U.S. District Court for the Northern District of California against the Department of Homeland Security, Immigration and Customs Enforcement (ICE) seeking records about the treatment of immigration detainees in ICE's San Francisco Area of Responsibility (ACLU-NC).[SENTMARKER]The ACLU-NC and East Bay Express (EBE), a local independent newspaper, filed a FOIA 9 request to ICE seeking information about policies, procedures, and guidelines for detaining and transporting immigration detainees.[SENTMARKER]ICE has not produced a single document in response to either the First FOIA 15 Request or the Second FOIA Request.[SENTMARKER]The ACLU has suffered irreparable injury from ICE’s unlawful withholding of government documents pertaining to the subject of 13 FOIA requests.[SENTMARKER]The court granted the ACLU’s motion for partial summary judgment and ordered ICE to produce the requested records.[SENTMARKER]The case is now closed."
574,"This case was filed in response to the July 6, 2020 directive by ICE that would effectively force international students studying under F-1 and M-1 visas to attend in-person classes or risk deportation.[SENTMARKER]The state of California filed this suit against ICE and DHS on July 9, arguing that the directive was in violation of the Administrative Procedure Act (APA) in two ways.[SENTMARKER]First, the directive was arbitrary and capricious in that it failed to take into account students' and universities' reliance interests and the defendants gave no reasoned basis for the new order.[SENTMARKER]Second, the defendants were in violation of procedural elements of the APA, because they failed to use proper notice-and-comment rule-making when issuing the new order.[SENTMARKER]On July 15, in a different lawsuit filed against the administration over the same July directive, plaintiffs met with counsel for the government and worked to get the regulations rescinded.[SENTMARKER]In order to effectuate the rescission, ICE removed the guidance from its website and replaced it with the previous guidance and as a result, plaintiffs withdrew their motion for a preliminary injunction.[SENTMARKER]California continued to monitor the alterations ICE made to its website between July and September and filed a notice of voluntary dismissal on October 19, 2020.","On March 13, 2020, the State of California filed a lawsuit in the U.S. District Court for the Northern District of California against the Department of Homeland Security (DHS) for rescinding the in-person learning exemption for F-1 and M-1 nonimmigrant students.[SENTMARKER]The suit alleged that the rescission of the exemption violated the Administrative Procedure Act (APA) because it was arbitrary, capricious, an abuse of discretion, or otherwise not in accordance with law.[SENTMARKER]The court granted the State's motion for declaratory, injunctive, and other relief, and granted the defendants' motion for summary judgment.[SENTMARKER]The case is now closed."
575,"On July 20, 2010, the American Immigration Lawyers Association (AILA) filed suit against the U.S. Department of Homeland Security (DHS) in the U.S. District Court for the District of Columbia for failing to adequately respond to FOIA requests regarding USCIS procedures for inspecting potential H-1B visa fraud.[SENTMARKER]On March 30, 2012, the District Court ordered DHS to provide adequate description of the exempted information in response to the FOIA request so that AILA could make a proper segregability determination.[SENTMARKER]This was the last action in this case.","The American Immigration Lawyers Association (AILA) filed this suit in the U.S. District Court for the District of Columbia against the Department of Homeland Security (DHS) and its component, the United States Citizenship and Immigration Services (USCIS) under the Freedom of Information Act (FOIA) in March 2011 seeking the release of records concerning agency policies and procedures relating to nonimmigrant temporary workers and particularly the adjudication of petitions for their lawful employment in the US.[SENTMARKER]The complaint alleged that the defendants violated FOIA by failing to comply with AILA's FOIA requests for records concerning the current procedures for reviewing and adjudicating H-1B cases.[SENTMARKER]The defendants also alleged that AILA had violated FOIA exemptions, including the failure to segregate non-exempt information from allegedly exempt information, and the alleged applicability of FOIA exemptions to the records sought.[SENTMARKER]The court granted the defendants' motion for summary judgment, finding that they had complied with their FOIA obligations.[SENTMARKER]The case is now closed and the parties have agreed to settle the matter."
576,Central American mothers and children detainees brought suit against the Department of Homeland Security and its various agencies for the government's unlawful expedited removal policies at the Artesia Family Residential Center.[SENTMARKER]Plaintiffs voluntarily dismissed the case in January 2015 after DHS remedied the violations of Plaintiffs' rights in their immigration proceedings and closed the Artesia facility.,"On August 22, 2014, a mother and her two daughters from El Salvador and Honduras filed this lawsuit in the District Court in Washington, D.C. against the Department of Homeland Security (DHS) seeking class-action status under the Equal Access to Justice Act (E.A.J.[SENTMARKER]Act) and the Administrative Procedure Act (APA) for their detention at the Artesia Family Residential Center in New Mexico.[SENTMARKER]The plaintiffs alleged that the government's new expedited removal policies and procedures make it much more difficult for detained women and children to present and substantiate their claims to asylum or other forms of immigration relief, and to seek the assistance of counsel in doing so.[SENTMARKER]In particular, this case concerns the government’s creation of a new, revised expedited removal system for use in cases involving recently arrived Central American families.[SENTMARKER]As a result, the plaintiffs and other detainees have gone into their credible fear interviews without knowing what to expect or understanding what rights they had, and have been forced to present their claims in front of their young children.[SENTMARKER]The court granted the plaintiffs' motion for class action status, granted their motion for summary judgment, and dismissed their claims without prejudice."
577,"On June 20, 2018, three immigrant parents separated from their children filed a civil action against various federal agencies and officials in the U.S. District Court for the District of Columbia for immediate reunification with their children.The plaintiffs were detained after crossing the United States-Mexico border without inspection with young accompanying children, seeking asylum.[SENTMARKER]After plaintiffs were apprehended at the border, the children were separated under the “zero-tolerance” immigration policy announced April 6, 2018, which criminally prosecuted adult entrants crossing the border illegally and placed accompanying minors in custody of the government.[SENTMARKER]All three plaintiffs crossed the border prior to the Executive Order issued on June 20, 2018, which allowed immigrant parents and children apprehended at the border to remain together during the pendency of their proceedings.[SENTMARKER]The plaintiffs alleged interference of family integrity in violation of Due Process, and sought preliminary and permanent injunctions to immediately reunite plaintiffs with their children.[SENTMARKER]The plaintiffs obtained preliminary relief and were (along with another parent who joined the case later to prevent separation from her daughter) ultimately re-united with their children.[SENTMARKER]The case is now closed.","On April 6, 2018, the Attorney General of the United States announced a ""zero-tolerance"" immigration policy, under which all immigrant parents unlawfully crossing the U. S.-Mexico border with their young children would be subject to criminal prosecution and separated from their children.[SENTMARKER]On June 20, 2018, three immigrant parents filed this lawsuit against the Department of Homeland Security (DHS) and certain federal agencies and officials responsible for enforcing immigration laws and regulations.[SENTMARKER]The plaintiffs sought a preliminary injunction requiring the government to immediately reunify children under the age of five with their parents by July 10, 2018, and those age five and over by July 26, 2018.[SENTMARKER]On July 9, 2018, the court granted the plaintiffs' motion for a temporary restraining order, and the parties agreed to meet and confer and provide a joint status report to the Court.[SENTMARKER]On July 5, 2018, the Court granted plaintiffs' TRO with respect to certain outstanding requests, but held the TRO in abeyance and suggested that the parties meet on July 6, 2018 to resolve the remaining issues.[SENTMARKER]The parties agreed that they would meet, confer, and provide the court with a joint report by July 6, 2018.[SENTMARKER]The court held a hearing on July 13, 2018 and issued a final judgment in favor of the plaintiffs.[SENTMARKER]The final judgment held that the government could not remove the plaintiffs from the country until July 26, 2018 and that the court had jurisdiction to issue a writ of habeas corpus.[SENTMARKER]The court also granted the defendants' motion to dismiss the case.[SENTMARKER]The case is now closed."
578,"This action, filed Jan.[SENTMARKER]31, 2017, challenges President Trump’s Jan.[SENTMARKER]27, 2017 Executive Order ban on admission to the U.S. of nationals of Iraq, Iran, Libya, Somalia, Sudan, Syria and Yemen.[SENTMARKER]The complaint alleges that in preventing a Syrian national with a valid U.S. visa from returning to the U.S. pursuant to the EO, the defendants violated the First Amendment Establishment Clause, Fifth Amendment due process and equal protection rights, the Immigration and Nationality Act, the Administrative Procedure Act, and international law.[SENTMARKER]The case was filed in the United States District Court for the Northern District of Illinois.[SENTMARKER]The plaintiff seeks declaratory and injunctive relief.[SENTMARKER]The plaintiff, represented by private counsel and Bernard Harcourt of Columbia Law School, is a resident in the University of Illinois Chicago/Advocate Christ Hospital.[SENTMARKER]He returned to the United Arab Emirates to get married on Jan.[SENTMARKER]23, and upon returning to the U.S. to continue his residency, he was detained at Abu Dhabi International Airport on Jan 29.[SENTMARKER]Despite his valid visa, he was detained pursuant to the EO.[SENTMARKER]If the plaintiff cannot return to the U.S., he faces the risk of being deported to Syria, where he is a citizen but has never been a resident.[SENTMARKER]That same day, the plaintiff also filed a motion for a temporary restraining order and preliminary injunction.[SENTMARKER]The case was assigned to Judge Elaine Bucklo.[SENTMARKER]At a status hearing on February 1, the parties told the judge they had reached a ""settlement in principle.""[SENTMARKER]On February 2, the plaintiff successfully entered the United States at Chicago O'Hare International Airport.[SENTMARKER]On February 8, the plaintiff filed a motion for voluntary dismissal and leave to reinstate on or before August 1, 2017.[SENTMARKER]Judge Bucklo granted this motion and terminated the case.[SENTMARKER]This case is now closed.","On January 31, 2017, a medical resident of the United Arab Emirates (UAE) filed this suit in the United States District Court for the Northern district of Illinois against the Department of Customs and Border Protection (CBP) and President Donald Trump.[SENTMARKER]The suit alleged that the President's January 27, 2017 Executive Order (EO) barring entry into the U.s. of certain foreign nationals from seven countries violated the First and Fifth Amendments of the Constitution, the Administrative Procedure Act, and the Constitution's Due Process Clause.[SENTMARKER]According to the EO, the entry of non-citizens from Iraq, Iran, Libya, Somalia, Sudan, Syria, and Yemen is suspended from 90 days from the date of the EO.[SENTMARKER]The EO also deprived Plaintiff of his right to due process of law and his statutory and regulatory rights.[SENTMARKER]The court granted Plaintiff's motion for a temporary restraining order, granted his motion for summary judgment, and granted his request for a permanent injunction.[SENTMARKER]The case was dismissed on February 10, 2018."
579,"On Aug.[SENTMARKER]14, 2013, 13 Indian guestworkers filed suit in S.D.[SENTMARKER]Miss.[SENTMARKER]for harm suffered as a result of an allegedly fraudulent and coercive employment recruitment scheme.[SENTMARKER]In Oct. 2013, the court transferred this case to E.D.La where it was consolidated with the Achari lead case.[SENTMARKER]The Achari case was dismissed due to settlement agreement but the court retained jurisdiction.","In October 2013, a group of Indian workers brought a human trafficking case against Signal International, Inc. (Signal), a private limited liability company organized under the laws of India, and Global Resources, LLC (a/k/a Medtech Consultants) alleging that they were forced to live and work in conditions that violated their rights under the Civil Rights Act of 1866.[SENTMARKER]The complaint alleged that Signal threatened anyone who complained about these conditions with reduced pay, suspension, dismissal, or deportation.[SENTMARKER]Some of the workers have been imprisoned for being in the United States without proper visas.[SENTMARKER]The case was consolidated with another case in October 2013 and the parties agreed to settle the case.[SENTMARKER]The parties agreed that the case should be dismissed with prejudice, and that Signal would pay the plaintiffs' attorneys' fees and costs."
580,"In 2015, six refugees living in Utica, NY filed this class action in the Northern District of New York against the Utica School District Board of Education and the Utica City School District.[SENTMARKER]The plaintiffs alleged that that the defendants consistently denied Utica residents between the ages of 17 and 20 who were limited English proficient (LEP) and immigrants access to educational opportunity.[SENTMARKER]In 2016, the parties reached a settlement requiring the defendants to end their discriminatory practices and enact a detailed remedial plan.[SENTMARKER]Enforcement of the consent decree is ongoing as of November 2018.","On June 6, 2016, a class action was filed in the U.S. District Court for the Northern District Of New York on behalf of a group of limited English proficient (LEP) students aged 17-20 who were excluded from Proctor High School in Utica, New York.[SENTMARKER]The plaintiffs alleged that the defendants had a policy and practice of excluding LEP students from high school and diverting them to either the Newcomer Program or the APPLE Program.[SENTMARKER]According to the complaint, the defendants did not test LEP immigrant students to determine their level of English proficiency before placing them in the Newcomer program.[SENTMARKER]The defendants also excluded LEP immigrants from the District’s GED program and have no regular contact with English-speaking students.[SENTMARKER]As required by the Equal Educational Opportunities Act (EEOA), the District and the defendants entered into a consent decree on June 6, 2016.[SENTMARKER]The consent decree is effective immediately upon the signature of the court.[SENTMARKER]The parties agreed to implement corrective measures to address language barriers that impede equal participation by ELLs aged 16-20 in the district's instructional programs.[SENTMARKER]In addition, the parties agreed that the district would provide the plaintiffs with the opportunity to earn a high school diploma."
581,"In 2020, two immigration detainees in the Batavia Federal Detention Facility in Batavia, NY, filed this class action in the United States District Court for the Western District of New York.[SENTMARKER]Plaintiffs claimed that they and others similarly situated had been improperly denied bond, that non-bond alternatives to detention had not been properly considered by their immigration judges, that such considerations were required by the Immigration and Nationality Act, and that the policy of placing the burden of proof on the Plaintiffs to show they posed no flight risk violated their Fifth Amendment Rights.[SENTMARKER]The court granted relief for pre-hearing detainees, agreeing that they pled sufficient facts to state a Due Process Claim that the government is required to bear the burden of proof at bond hearings for individuals detained pursuant to 8 U.S.C. §1226(a).[SENTMARKER]It denied Plaintiffs' request to certify the putative post-hearing class.[SENTMARKER]Both parties appealed; the case is ongoing.","On March 11, 2020, a group of immigration detainees filed a class action lawsuit in the United States district court for the district of Buffalo, New York against the Department of Justice (DOJ), the Executive Office for Immigration Review (EOIR), and the Buffalo Federal Detention Facility (BFDC) seeking class certification, a declaratory judgment, and a bond hearing.[SENTMARKER]The petition alleged that the defendants violated the Immigration and Nationality Act and its implementing regulations, the Administrative Procedure Act, and the Fifth Amendment by failing to justify detention by proving by clear and convincing evidence that the detained individual is a danger to others or a flight risk.[SENTMARKER]The court granted in part and denied in part the defendants' motion for a preliminary injunction.[SENTMARKER]The case was transferred to the district court on July 22, 2020, and the defendants filed a motion to dismiss.[SENTMARKER]The district court denied the motion, finding that there was no basis for the motion and that the case had no merit.[SENTMARKER]In part, the court granted the defendants’ motion for class certification and certified a Pre-Hearing Class, defined as individuals detained at the BFDC who will have a custody hearing before the Batavia or Buffalo immigration courts.[SENTMARKER]The D&O also denied the class members’ motion to be released unless provided with such a detention hearing.[SENTMARKER]On July 22, 2019, the court dismissed the case without prejudice.[SENTMARKER]The parties filed a joint motion for summary judgment, which was granted by the court and the court of appeal."
582,"In May 2015, parents of children born in Texas sued the Texas Department of State Health Services.[SENTMARKER]Plaintiffs, all Mexican or Central American citizens, asked for the release of their U.S.-citizen children's birth certificates, which defendant would not issue after refusing to accept the parents' consular identity documents.[SENTMARKER]The parties privately settled in July 2016.","On December 23, 2015, a group of parents of children born in the United States to undocumented immigrant parents filed this class action lawsuit in the Western District of Texas.[SENTMARKER]The plaintiffs alleged that the defendants' denial of birth certificates to their children on the basis of their parents' immigration status violated the Equal Protection clause of the Fourteenth Amendment.[SENTMARKER]The court granted the plaintiffs' request for a Declaratory Judgment and ordered the defendants to provide the plaintiffs with certified copies of the birth certificates for their children.[SENTMARKER]The case was closed on December 23, 2015."
583,"This suit seeks to support Texas's law Senate Bill 4 (SB4), which requires local Texas law enforcement to cooperate with federal immigration officials and punishes them if they do not.[SENTMARKER]Unlike the <a href=""https://www.clearinghouse.net/results.php?searchSpecialCollection=46"">suits that seek to challenge President Trump's ""Sanctuary City"" Executive Order</a>, this suit aims to support the work of federal immigration officials.[SENTMARKER]There are, so far, four cases addressing SB4.[SENTMARKER]On May 7, 2017, Texas Attorney General Ken Paxton filed this suit seeking a declaratory judgment approving SB4.[SENTMARKER]Defendants are Travis County, City of Austin, and the Mexican American Legal Defense and Education Fund (MALDEF).[SENTMARKER]The defendants filed a motion to dismiss for lack of jurisdiction on May 24, 2017.[SENTMARKER]The court dismissed the case without prejudice to refiling on August 9, 2017, finding that Texas lacked actual or imminent injury, which was required for Article III standing to seek declaratory judgment.[SENTMARKER]Texas appealed to the Fifth Circuit, who affirmed the district court's dismissal of the claim on December 12, 2018.[SENTMARKER]The case is closed.","On May 7, 2017, the State of Texas filed this suit in the U.S. District Court for the Western District of Texas against the City of El Paso, the League of United Latin American Citizens, Travis County, Maverick County, and the Texas Organizing Project Education Fund ( TOPEF) alleging violations or state and federal law in violation of Senate Bill 4 (SB 4).[SENTMARKER]The suit alleged that El Paso had violated SB 4 by refusing to cooperate with federal immigration law enforcement.[SENTMARKER]The district court dismissed the suit for lack of jurisdiction, ruling that the City sought an impermissible advisory opinion.[SENTMARKER]The case is now controlled by the Supreme Court's decision in Franchise Tax Bd (SB 4) and the district court granted the defendants' motion to dismiss.[SENTMARKER]The defendants in Texas's declaratory case moved to dismiss, arguing that the court lacked jurisdiction and, in any event, should dismiss in its discretion.[SENTMARKER]The District Court dismissed this case on August 9, 2017.[SENTMARKER]The Supreme Court ruled that the case should be dismissed on the grounds of a lack of subject-matter jurisdiction."
