,gold_sents,pegasus_output_sents
468,"On May 8, 2018, several Texas organizations filed this lawsuit against the U.S. Department of Housing and Urban Development (HUD) in the U.S. District Court for the District of Columbia.[SENTMARKER]They alleged that HUD suspended a provision of the Fair Housing Act that would require cities to report incidents of housing discrimination and that that this suspension violated the Administrative Procedure Act (APA).[SENTMARKER]The defendants' motion to dismiss was granted, and the plaintiffs filed to reopen the case and amend their complaint.[SENTMARKER]This motion was denied on August 26, 2019.","On January 2, 2018, three non-profit organizations, National Fair Housing Alliance, Texas Low Income Housing Information Service, and Texas Appleseed, filed a lawsuit in the U.S. District Court for the District of Columbia against the Department of Housing and Urban Development (HUD) alleging that HUD's suspension of the Fair Housing Act (AFFH) Rule's requirements violated the Administrative Procedure Act (APA).[SENTMARKER]The plaintiffs sought injunctive relief, including a ruling that the two May 2018 Notices withdrawing the AFFH Rule and instructing participants to revert to the AI process constituted unlawful agency action.[SENTMARKER]The court granted the defendants' motion to dismiss for lack of subject matter jurisdiction because no plaintiff had standing.[SENTMARKER]The defendants then moved to dismiss the case for a lack of jurisdiction, and the court dismissed the case on May 29, 2018.[SENTMARKER]The parties subsequently filed an amended complaint and a Renewed Motion for a Preliminary Injunction on May 17, 2018.[SENTMARKER]The court denied the parties' requests for a preliminary injunction and a permanent injunction.[SENTMARKER]The case is now closed."
469,"A group of recovering alcoholics and drug addicts filed a lawsuit under the Fair Housing Act, the Americans with Disabilities Act, and 42 U.S.C. § 1983 against the City of Boca Raton.[SENTMARKER]The plaintiffs claimed that an ordinance enacted by the city unlawfully prohibited drug and alcohol recovery facilites from operating within residentially zoned areas.[SENTMARKER]The court entered judgment in favor of the plaintiffs as to their Fair Housing Act claims.[SENTMARKER]The plaintiffs were awarded nominal damages and the city was enjoined from enforcing section 2 of Ordinance 4649 and Section 28-2 as applied to recovering individuals.[SENTMARKER]This case is closed.","In March 2003, a group of disabled residents of Boca Raton, Florida filed this suit in the U.S. District Court for the Southern District of Florida (West Palm Beach) alleging that a city ordinance violated the Fair Housing Amendments Act ( FHA) and the Americans with Disabilities Act (ADA) by prohibiting them from renting housing to persons who are recovering from drug or alcohol addiction.[SENTMARKER]The plaintiffs alleged that the city violated the FHA by denying them a reasonable accommodation from the City's purported limitation on four or more unrelated persons living together in a single dwelling unit.[SENTMARKER]The court granted the city's motion for summary judgment, finding that the plaintiffs lacked standing to bring certain of their claims where they are not disabled or handicapped.[SENTMARKER]The case was dismissed.[SENTMARKER]The plaintiff retained counsel to represent them in this action and agreed to pay them reasonable attorneys' fees and costs."
470,"Owners and prospective purchasers of condominiums in Fort Lauderdale, Florida, filed a lawsuit under the Fair Housing Act against Sunrise Lakes Condominium Apartments, claiming that the condo association had prevented Hispanics from purchasing units in the condo building.[SENTMARKER]Following a stipulation of dismissal on October 16, 2007, the court (Marcia G. Cooke) dismissed the case on October 19, 2007.[SENTMARKER]We have no further information concerning this case.","On April 16, 2006, two Hispanic condominium owners filed this lawsuit in the U.S. District Court for the Southern District of Florida against Sunrise Lakes Condominium Apts., Phase 3, Inc., a Florida corporation that serves as the condominium association for the 36 unit condominium complex in Coral Springs, Florida.[SENTMARKER]The plaintiffs alleged that the defendant violated the Fair Housing Act of 1968 by refusing to approve their purchase of a home on the basis of national origin.[SENTMARKER]They sought declaratory and permanent injunctive relief, monetary damages, and attorneys' fees.[SENTMARKER]On October 19, 2007, the court granted the defendants' motion to dismiss the case.[SENTMARKER]The parties agreed to a settlement in which the defendants agreed to pay the plaintiffs in the amount of $68,000.[SENTMARKER]The case was dismissed on October 26, 2007."
471,"On June 24, 2010, the United States filed a lawsuit in the U.S. District Court for the District of Minnesota, under the Fair Housing Act, against owners and operators of an apartment complex located in Red Wing Minnesota alleging discrimination on the basis of race and sex against an African-American male.[SENTMARKER]On July 29, 2011, Judge Frank approved a two year Consent Decree agreed to by the parties enjoining defendants from continuing to engage in discriminatory practices and ordering defendants to pay $15,000 in damages to the complainant.","On June 24, 2010, the U.S. District Court for the District of Minnesota (DMN) entered a consent decree in a case brought under Title VIII of the Civil Rights Act of 1968, as amended by the Fair Housing Amendments Act of 1988 (the Fair Housing Act) against Loki Properties LLC and its owner, Robert Ryan.[SENTMARKER]The consent decree, which was entered on July 28, 2011, requires Loki Properties and Ryan to comply with the terms of Section 804(a) and (b) of the Fair housing Act.[SENTMARKER]The parties also agree that Loki Properties will not discriminate on the basis of race or sex in the rental of apartments.[SENTMARKER]The terms of the consent decree are as follows: (a) The parties have agreed that the parties will not conduct background checks on applicants who are referred by the Red Wing Housing and Redevelopment Authority (RWHRA) because Loki Properties understands that a background check has already been performed by RWHRA.[SENTMARKER](c) Loki Properties has a policy of not renting to anyone with a conviction of a felony or a violent crime.[SENTMARKER](d) Each party to this consent decree is required to pay a civil penalty to the plaintiff.[SENTMARKER](e) The court will retain jurisdiction over the parties in the case."
472,"In March 2011, the National Fair Housing Alliance and Paralyzed Veterans of America filed this federal suit the Western District of Virginia under the Fair Housing Act, alleging that real estate development company HHHunt Corporation and affiliated entities discriminated against people with disabilities by designing and building apartment complexes without the required accessible and adaptable features.[SENTMARKER]In October 2012, the District Court (Judge James C. Turk) entered a stipulated order, under which the defendants agreed to make numerous improvements to the subject properties.[SENTMARKER]Following the settlement agreement, claims concerning the liability of an architecture firm lingered, but were ultimately resolved by a stipulated dismissal on January 14, 2014.[SENTMARKER]Under the terms of the settlement agreement, the District Court retained jurisdiction to resolve disputes between the parties until October 2015.[SENTMARKER]Since there has been no docket activity after 2014, the case is presumed closed.","On March 17, 2011, the National Fair Housing Alliance and Paralyzed Veterans of America filed this suit in the U.S. District Court for the Western District of Virginia against the builder, designer, manager and current owners of multifamily apartment complexes in the Commonwealth of Virginia for violations of the Fair Housing Act.[SENTMARKER]The plaintiffs alleged that, as more fully set forth in the complaint, defendants designed and constructed apartment complexes without full adherence to the required elements of accessible and adaptable design in violation of the Act. Specifically, the complaint alleged that the defendants did not comply with the requirements of Title VIII of the Civil Rights Act of 1968, as amended by Fair Housing Amendments Act of 1988 (FHRA), 42 U.C.[SENTMARKER]3604(f)(2) and (f)(3)(C); .<n>The plaintiffs sought monetary, declaratory, and injunctive relief, as well as a copy of the FHRA's Fair Housing Design Manual.[SENTMARKER]The parties entered a settlement agreement in which the defendants agreed to comply with all of the terms of the agreement.[SENTMARKER]The settlement agreement was entered into on October 26, 2012 and is subject to final approval by the court.[SENTMARKER]The court entered a final judgment in favor of the defendants on October 27, 2013.[SENTMARKER]The parties agreed to pay the plaintiffs a total of $325,000 in disgorgement, prejudgment interest, and attorney's fees."
473,"In 2011, the plaintiff, an individual with intellectual disabilities filed this lawsuit in the U.S. District Court for the Northern District of Florida.[SENTMARKER]The plaintiff sued then Director for the Agency for Persons with Disabilities pursuant to 42 U.S.C. §§ 1938 & 1988.[SENTMARKER]The plaintiff was involuntarily committed to residential services pursuant to Florida statute but never received any periodic review of his continued need for involuntary confinement to residential services.[SENTMARKER]The District Court granted the Defendant's motion for summary judgment on the basis that the Agency's scheme of review satisfied the Due Process Clause.[SENTMARKER]On October 20, 2015, the US Court of Appeals for the Eleventh Circuit reversed this decision and remanded the case to the lower court.","DATE | ORG | LAW ||| DATE ||| LAW | DATE | DATE [CONTRACTED] On August 25, 2011, a Florida resident with developmental disabilities filed this suit in the U.S. District Court for the Northern District of Florida against the Florida Department of Children and Family Services (DCF) seeking declaratory judgment that Florida’s statutory scheme for involuntarily admitting intellectually disabled persons to residential services under section 393.11, Florida Statutes, is facially unconstitutional.[SENTMARKER]The district court granted the defendant’s motion for summary judgment on the grounds of qualified immunity.[SENTMARKER]The defendant appealed the district court’s decision to the Florida Supreme Court, which certified questions to the Eleventh Circuit.[SENTMARKER]The Supreme Court held that the defendant was not entitled to relief.[SENTMARKER]The Eleventh Circuit remanded the case to the District Court.[SENTMARKER]The case is closed."
474,"After Illinois initiated the process of closing several State Operated Developmental Centers for adults with severe developmental disabilities, Plaintiffs filed this lawsuit in the U.S. District Court for the Northern District of Illinois.[SENTMARKER]Plaintiffs opposed the closures of the Jackson and Murray centers and the anticipated closure of the rest of the SODCs and brought the suit seeking declaratory relief, attorneys' fees, and an injunction preventing the planned closures.[SENTMARKER]Plaintiffs brought their claims under The Americans with Disabilities Act of 1990 (ADA), Section 504 of the Rehabilitation Act (29 U.S.C. § 794), <i>Olmstead v. L.C.</i>(527 U.S. 581 (1999)), 42 U.S.C. § 1983 (for state infringement of equal protection), and various federal and state Medicaid laws.[SENTMARKER]Plaintiffs' claims brought under the Olmstead mandate were dismissed.[SENTMARKER]Plaintiffs did obtain a temporary restraining order, but their motion for a preliminary injunction was denied by the district court and upon appeal to the U.S. Court of Appeals for the Seventh Circuit.","On June 28, 2013, the Illinois League of Advocates for the Developmentally Disabled filed a class action lawsuit in the U.S. District Court for the Northern District of Illinois against the Illinois Department of Human Services (DHS) alleging that the defendants violated the Americans with Disabilities Act (ADA) and the Rehabilitation Act (RRA) by failing to provide adequate levels of medical care to developmentally disabled residents of state-operated developmental centers (SODCs) in violation of the ADA and RRA.[SENTMARKER]The complaint alleged that defendants' conduct, particularly implementation of the allegedly rigged assessment and transfer process, discriminated against the class members on the basis of their disabilities and deprived them of choice as required by the Medicaid Act. On August 9, 2013, the defendants filed a motion to dismiss the case without prejudice.[SENTMARKER]On October 8, 2013, the district court denied the defendants' motion for a preliminary injunction, and the case was closed.[SENTMARKER]The defendants appealed to the United States Court of Appeals for the Seventh Circuit.[SENTMARKER]The appeals court ruled in favor of the defendants and dismissed all of the claims."
475,"On December 22, 1995, People First of Tennessee filed a lawsuit in the United States District Court for the Middle District of Tennessee against the State of Tennessee on behalf of residents of the Clover Bottom Developmental Center, Greene Valley Developmental Center, and Winston Developmental Center.[SENTMARKER]The parties settled, and the case is now closed.","On May 6, 1996, a group of residents of the Clover Bottom Developmental Center filed this class action lawsuit in the U.S. District Court for the Middle District of Tennessee against the State of Tennessee.[SENTMARKER]The complaint alleged that the defendants violated the constitutional rights of individuals who are mentally retarded and developmentally disabled by failing to provide them with adequate medical care, reasonable safety, and the training required by professional judgment.[SENTMARKER]The parties agreed to a settlement in which the defendants agreed to pay a total of $1 million to the plaintiffs.[SENTMARKER]The case was dismissed by Judge Robert L. Echols on May 6, 2006, and the parties entered into a settlement agreement on May 10, 2006."
476,"In October of 2006, a class action lawsuit was brought in the United States District Court for the Eastern District of California on behalf of agricultural workers alleging that defendant employers had engaged in a massive scheme to hire undocumented immigrants in an effort to depress employee wages.[SENTMARKER]The case was dismissed without prejudice in May of 2008 after the plaintiff failed to timely amend his complaint to substitute in a suitable class representative.","On October 5, 2006, a resident of Marin County, California filed a class action lawsuit in the U.S. District Court for the Eastern District of California on behalf of all legal hourly-paid workers employed by Fruit Patch, Inc. of Reedley, California.[SENTMARKER]The complaint alleged that Fruit Patch and its owners, Leo Balakian and his sons, Anthony and Vince Balakian, had conspired to employ more than 10 undocumented, illegal aliens in each of the last four years, knowing each was smuggled into the country and/or harbored once they arrived here.[SENTMARKER]The defendants' motion to dismiss was denied on the ground that the complaint failed to adequately allege violation of the predicate act, Section 1324(a) of the Immigration and Nationality Act.[SENTMARKER]The Ninth Circuit reversed the District Court's denial of the motion for class certification on February 11, 2008 and granted the defendants leave to amend the complaint.[SENTMARKER]The case is now closed."
477,"On July 16, 2019, the East Bay Sanctuary Covenant, Al Otro Lado, Innovation Law Lab, and the Central American Resource Center in Los Angeles brought this suit against the U.S. Attorney General and  Secretary of Homeland Security.[SENTMARKER]Plaintiffs challenged the federal immigration rule restricting eligibility for asylum for noncitizens who transited through another country prior to reaching the southern U.S. border.[SENTMARKER]Plaintiffs claimed the rule violated the Administrative Procedure Act (APA) and the Immigration and Nationality Act (INA).[SENTMARKER]Plaintiffs successfully sought a preliminary nationwide injunction.[SENTMARKER]However, defendants appealed the decision to the Ninth Circuit and the nationwide scope of the injunction was stayed.[SENTMARKER]Then the District Court restored the nationwide scope of the injunction on September 9, 2019, but the government again appealed and the U.S. Supreme Court granted a stay pending disposition of the appeal in the 9th Circuit.[SENTMARKER]The District Court issued a separate preliminary injunction against another rule issued by the Department of Homeland Security in the closing days of the Trump Administration which was substantially similar to the one already enjoined.[SENTMARKER]The Ninth Circuit upheld the original injunction in April, 2021.[SENTMARKER]The case is ongoing but is likely to terminate soon given the change in presidential administrations.","On July 16, 2019, the East Bay Sanctuary Covenant, Al Otro Lado, Innovation Law Lab, and Central 4 American Resource Center (the ""Plaintiffs"") filed this lawsuit in the U.S. District Court for the Northern District of California against the Department of Justice (""DOJ""), Department of Customs and Border Protection (""CBP""), and the Executive Office for Immigration Review (""EOIR""), alleging that the government's policy of denying asylum to persons who entered the United States through the southern border was unlawful under the Administrative Procedures Act (""APA""),  15(a)(1) of the Immigration and Nationality Act (""INA""), or  10(b)(2) of the Refugee Act of 1924 (""RANA"").[SENTMARKER]The plaintiffs sought a preliminary injunction, a temporary restraining order, and a permanent injunction.[SENTMARKER]The district court granted the plaintiffs' motion for summary judgment on June 30, 2020, finding that the Rule was unlawful on the ground that it was not in accordance with law and was in excess of statutory limitations because it did not adhere to notice and comment procedures.[SENTMARKER]On July 17, 2019, the organizations filed a motion for temporary restraining orders to prevent the Rule from taking effect.[SENTMARKER]On September 9, 2019, the parties filed a petition for a writ of certiorari, which was granted by the Court of Appeals for the Ninth Circuit.[SENTMARKER]The Ninth Circuit granted the parties's motion for a stay pending the outcome of the appeal.[SENTMARKER]The parties agreed that the parties would not settle the case in Mexico, and the parties did not intend to settle in Mexico.[SENTMARKER]The case is closed."
478,"On August 16, 2019, several health care providers and nonprofit organizations serving immigrant communities filed this suit in the United States District Court for the Northern District of California.[SENTMARKER]The plaintiffs challenged the Department of Homeland Security's Final Public Charge Rule (the Rule), which added non-cash benefits to the factors considered in determining whether a person applying for legal permanent residence is likely to become a public charge.[SENTMARKER]The plaintiffs alleged that the Government violated the Administrative Procedure Act by exceeding its statutory authority, claimed that the Rule was ""arbitrary and capricious,"" and asserted that the Rule violated the Equal Protection Clause of the Fifth Amendment.[SENTMARKER]In October 2019, a district court judge denied the plaintiffs' motion for preliminary injunction enjoining the government from implementing the Rule, but issued an order for preliminary injunction in a related case that would enjoin the implementation of the rule in California, Oregon, the District of Columbia, Maine, and Pennsylvania.[SENTMARKER]This preliminary injunction was stayed by the Ninth Circuit in December 2019.[SENTMARKER]It was affirmed a year later in December 2020, but the order was stayed pending petitions to the Supreme Court in the Second, Seventh, and Ninth Circuits.[SENTMARKER]The Rule was abandoned by DHS on March 9, 2021.[SENTMARKER]As of April 15, 2021, the case is ongoing.","On August 14, 2019, the Department of Homeland Security (DHS) published a final rule entitled 22 ""Inadmissibility on Public Charge Grounds"" in the Federal Register.[SENTMARKER]The final rule is intended to prevent the disenrolling of eligible U.S. citizen children from Medicaid due to fears that their children's health care coverage will affect their ability to seek immigration relief.[SENTMARKER][ENTITYCHAIN] The plaintiffs filed this suit in the United States District Court for the Northern District of California on behalf of various organizations, including Legal Aid Society of San Mateo County, Central American Legal Center of Los Angeles, and the Children's Hospital Association of California.[SENTMARKER]The court granted the plaintiffs' motion for preliminary injunctive relief, enjoining DHS from using the revised Manual to process immigrant visas applications, and granted the defendants' motion to dismiss."
479,"On 2014, Joe Arpaio, Sheriff of Maricopa County in Arizona, filed this lawsuit in the D.C. District Court under the Declaratory Judgment Act and the Administrative Procedures Act (APA) against President Obama, the Secretary of the U.S. Department of Homeland Security, the Director of U.S. Citizenship and Immigration Services, and the U.S. Attorney General, claiming that the federal programs deferring immigration action for various categories of out-of-status aliens were unconstitutional abuses of the President's power, or should have been done via formal rulemaking.[SENTMARKER]In December 2014, the D.C. District (Judge Beryl A. Howell) dismissed the case, holding that Sheriff Arpaio lacked standing.[SENTMARKER]The D.C. Circuit Court of Appeals affirmed in August 2015.","On November 20, 2014, the Maricopa County Sheriff's Office, Arizona, filed this lawsuit in the U.S. District Court for the District of Columbia against the Department of Homeland Security (DHS), the Attorney General, and the Director of the Citizenship and Immigration Services (USCIS) alleging that the President's Deferred Action for Childhood Arrivals (DACA) program and Executive Order Amnesty (EOA) programs were unconstitutional abuses of the president's role in our nation's constitutional architecture and exceeded the powers of the President.[SENTMARKER]The district court denied the plaintiff's motion for a preliminary injunction, ECF No. 7, and dismissed the complaint for lack of subject matter jurisdiction.[SENTMARKER]The court affirmed the district court's dismissal of the case for lack a cognizable injury in fact for purposes of Article III standing.[SENTMARKER]The case is now closed."
480,"In May of 2019, asylum seekers detained under the jurisdiction of the New Orleans ICE Field Office filed a class action lawsuit against DHS, ICE, and the New Orleans ICE Field Office, alleging that they were giving blanket parole denials without individualized reviews.[SENTMARKER]In September 2019, the court granted preliminary injunction, enjoining defendants from continuing to detain asylum seekers without individualized consideration.[SENTMARKER]In March 30, 2020, in response to the COVID-19 pandemic, plaintiffs filed an emergency motion for preliminary injunction, seeking immediate reviews of class members still detained.[SENTMARKER]The court denied the motion for a preliminary injunction.[SENTMARKER]The plaintiffs then filed a motion for order to show cause why the defendants should not be held in contempt for violating the 2019 preliminary injunction order, expedited discovery, and the appointment of a special master.[SENTMARKER]The court granted limited discovery.[SENTMARKER]The case is ongoing.","On May 30, 2019, a group of asylum seekers detained at the New Orleans Field Office of Immigration and Customs Enforcement (NOLA ICE) filed a class action lawsuit in the U.S. District Court for the District of Columbia against ICE and the Department of Homeland Security (DHS) seeking injunctive and declaratory relief setting aside NOLA ICE's blanket parole denial policy.[SENTMARKER]The plaintiffs alleged that the defendants' failure to follow the Parole Directive of 2009, as well as their unlawful failure to provide individualized determinations of flight risk and danger, violated the Americans with Disabilities Act (APA) and the Constitution.[SENTMARKER]The case was brought by the Southern Poverty Law Center (SPLC), which is a project within the SPLC.[SENTMARKER]On October 2, 2019, the parties filed a Joint Status Report (Dkt.[SENTMARKER]Report) in the D.C. Court of Appeals for the 5th Circuit.[SENTMARKER]The parties agreed to a preliminary injunction requiring the defendants to comply with the conditions of the consent decree and consent order.[SENTMARKER]The court granted the parties' motion to dismiss on October 10, 2019.[SENTMARKER]The parties then filed a motion for summary judgment, which was denied on October 17, 2019.[SENTMARKER]The case is now closed."
481,"A group of public interest law firms filed this class action lawsuit in June, 2005 on behalf of migrant workers against their former employer, alleging gross underpayment in violation of the Migrant and Seasonal Agricultural Worker Protection Act (AWPA) and the Fair Labor Standards Act (FLSA).[SENTMARKER]The Court granted, and the Eleventh Circuit affirmed, class certification for the plaintiffs in September, 2006.[SENTMARKER]The plaintiffs won partial summary judgments in 2008 and 2009, resulting in an eventual award of $11 million in a final judgment in October, 2012.","The Southern Poverty Law Center's Immigrant Justice Project brought this class action lawsuit in the U.S. District Court for the Northern District of Georgia on behalf of migrant agricultural workers who were admitted to the United States to work under the H-2B temporary foreign worker visa program.[SENTMARKER]The plaintiffs alleged violations of their rights under the Migrant and Seasonal Agricultural Worker Protection Act (AWPA) and the Fair Labor Standards Act (FLSA) during their employment at Eller Sons Trees, Inc. (Eller Sons) from June 1999 through June 2005.[SENTMARKER]The plaintiffs sought declaratory relief and damages for violations of the minimum wage and overtime provisions of the AWPA and FLSA.[SENTMARKER]The parties filed cross motions for summary judgment on various issues, many of which the Court decided in its October 8, 2008 Order.[SENTMARKER]On November 15, 2007, the parties filed a motion for partial summary judgment, which was granted by the Court of Appeals for the Eleventh Circuit.[SENTMARKER]The case is now closed."
482,"In May 2018, the Council on American-Islamic Relations - Chicago (CAIR-Chicago) filed this lawsuit in the U.S. District Court for the Northern District of Illinois.[SENTMARKER]The plaintiff sued the U.S. Department of Homeland Security and U.S. Citizenship & Immigration Services for failing to process its FOIA request for immigration records since the 2008 institution of the Controlled Application Review & Resolution Program, alleging that this conduct was a wrongful delay of release of records in violation of FOIA.[SENTMARKER]The plaintiffs dismissed their claims without explanation on June 28, 2019.","On May 3, 2018, the Council on American-Islamic Relations-Chicago (CAIR-Chicago) filed a Freedom of Information Act (FOIA) action in the U.S. District Court for the Northern District of Illinois against the United States Citizenship Immigration Services (USCIS) and the Department of Homeland Security (DHS) seeking the release of records concerning a policy called the Controlled Application Review Resolution Program (CARRP), which imposes extra-statutory rules and criteria to delay and deny immigration benefits to which applicants are entitled.[SENTMARKER]According to the complaint, on August 1, 2017, CAIR-Chicago submitted an electronic FOIA request to the USCIS National Records Center FOIA/PA Office seeking information on all individuals who have applied for naturalization, change of status, and asylum through forms N-400, I-589, and I-485 since April 11, 2008 and the processing time for each application, the number of times each applicant was interviewed by USCIS agents, and the number, if any, of subsidiary applicants and the status of their citizenship applications.[SENTMARKER]The FOIA request was denied by USCIS and the defendants failed to produce in a timely manner records that respond to the request.[SENTMARKER]The complaint further alleged that the defendants violated FOIA by failing to provide a date by which processing of the request could be expected to be completed.[SENTMARKER]The court granted the plaintiffs' request for injunctive and declaratory relief with respect to the release and disclosure of the requested records and ordered the defendants to provide expedited processing and a waiver of fees."
483,"On March 2, 2007, a resident alien and two non-profits filed a class action suit in the U.S. District Court for the District of Massachusetts, challenging the mandatory detention provision of Section 236(c) of the Immigration and Nationality Act.[SENTMARKER]The plaintiff also filed a petition for writ of habeas corpus pursuant to 28 U.S.C. § 2241, requesting his immediate release from detention.[SENTMARKER]On July 12, 2007 district court held a hearing on the writ of habeas corpus, however, before ruling on the issue the plaintiff was released from custody.[SENTMARKER]The court then dismissed the remainder of the case.","On March 2, 2007, the Political Asylum/Immigration Representation Project (PAIR) and the Catholic Legal Immigration Network, Inc. ( CLINIC) filed this action in the U.S. District Court for the District of Massachusetts against the Department of Homeland Security (DHS) seeking declaratory and injunctive relief under the Immigration and Nationality Act (INA) and Section 303(b) of the Illegal Immigration Reform and Immigrant Responsibility Act of 1996 (IIRIRA) for violations of the mandatory detention provision of section 1226(c) of INA.[SENTMARKER]On June 14, 2007, the parties filed a joint motion for summary judgment, which was denied by the Judge.[SENTMARKER]On August 22, 2007, the Judge entered a final judgment in favor of the DHS and dismissed the case for lack of subject matter jurisdiction, lack of standing, and for failure to state a claim."
484,"In September 2019, the Irish International Immigrant Center sued U.S. Citizenship & Immigration Services and President Trump.[SENTMARKER]Plaintiff alleged defendants illegally terminated an immigration relief program that granted ""deferred action"" to seriously ill individuals and their families.[SENTMARKER]Represented by the ACLU, the plaintiff sought injunctive and declaratory relief for violations of Equal Protection and the Administrative Procedure Act.[SENTMARKER]The court granted a joint motion to stay the case on October 31, 2019, so parties could seek a nonjudicial resolution.[SENTMARKER]This followed a USCUS announcement that the deferred action program would return but requests would only be granted “based on compelling facts and circumstances.”[SENTMARKER]Plaintiff voluntarily dismissed the case without prejudice on June 15, 2021.","On January 17, 2019, the Irish International Immigrant Center (IIIC) filed a lawsuit in the U.S. District Court for the District of Massachusetts against the United States Citizenship and Immigration Services (USCIS) and its acting director, alleging that the defendants' termination of deferred action in non-military cases was impermissibly motivated by racial animus and animus based on national origin, in violation of the Equal Protection Clause of the Fifth Amendment.[SENTMARKER]The IIIC represented individuals and families applying for deferred action from USCIS as a result of a serious medical need.[SENTMARKER]The defendants' decision to terminate the deferred action program was based on impermissible animus, which is contrary to law.[SENTMARKER]On June 22, 2020, the defendants filed a motion to dismiss the case for mootness.[SENTMARKER]The parties agreed to a joint status report on or before February 16, 2021.[SENTMARKER]On July 16, 2021, the court granted the defendants’ motion for summary judgment, and the case was dismissed on June 22, 2020."
485,"In 2018, the City of Baltimore filed this lawsuit in the U.S. District Court for the District of Maryland.[SENTMARKER]The plaintiff alleged that certain changes to the Public Charge rule by the U.S. President, Secretary of State, and Department of State were made without following proper administrative procedure and in violation of equal protection.[SENTMARKER]The rule increased the number of immigrants barred from applying for visas for having previously received public assistance.[SENTMARKER]The rule was preliminarily enjoined in a different lawsuit on July 29, 2020.[SENTMARKER]The lawsuit is ongoing, but proceedings are stayed until May 24, 2021.","In January 2018, the City of Baltimore filed this suit in the U.S. District Court for the District of Maryland against President Donald J. Trump, the United States Department of State, and the Office of Information and Regulatory Affairs (OIRA) alleging violations of the Administrative Procedure Act and the Immigration and Nationality Act.[SENTMARKER]The complaint alleged that the defendants' January 2018 revisions to the provision of the Foreign Affairs Manual governing the application of the public charge ground of inadmissibility (the ""FAM change"") would deter immigrants from accepting Baltimore's public benefits.[SENTMARKER]The defendants moved to dismiss the complaint for lack of subject matter jurisdiction, and for failure to state a claim.[SENTMARKER]The District Court granted the plaintiffs' motion for a preliminary injunction, finding that Baltimore had sufficiently alleged multiple plausible legal challenges to the FAM change as well as its standing to bring those challenges.[SENTMARKER]The district court also granted a temporary restraining order against the defendants.[SENTMARKER]The case is now closed."
486,"On May 4, 2020, two individuals in ICE (US Immigration and Customs Enforcement) custody sued ICE and the Department of Homeland Security.[SENTMARKER]They claimed that restrictions to telephone access by impsing costs and denying access to incoming calls during the COVID-19 pandemic when in-person visitations have been rendered impossible is unconstitutional.[SENTMARKER]Specifically, they alleged that their Fifth and First Amendment rights had been violated by preventing communication with counsel, denying their right to legal representation, and other resources critical to support their cases.[SENTMARKER]The case is ongoing.","On August 3, 2020, the ACLU of Northern California filed a class action lawsuit in the U.S. District Court for the Eastern District of New York against Immigration and Customs Enforcement (ICE) and the Department of Homeland Security (DHS) on behalf of individuals detained in the custody of ICE at the El Paso Service Processing Center and the Otero County Processing Center.[SENTMARKER]The plaintiffs alleged that ICE and DHS violated their constitutional, statutory, and regulatory rights under the Immigration and Nationality Act (INA),  16a, and  17 Administrative Procedures Act (APA).[SENTMARKER]The plaintiffs sought declaratory and injunctive relief, class certification, appointment of counsel, and attorneys' fees.[SENTMARKER]The district court certified the class and held a bench trial, finding shortcomings with the prison system, including the training of staff, the updating of legal materials, and the availability of photocopying services.[SENTMARKER]The court dismissed the case for lack of subject-matter jurisdiction.[SENTMARKER]The case was appealed to the United States Court of Appeals for the 9th Circuit, which remanded the case to the district court for further proceedings."
487,"A group of immigration legal service providers filed this lawsuit in the U.S. District Court for the District of Oregon on December 18, 2019, alleging the federal government had manipulated the immigration adjudication system in a way making it virtually impossible for asylum seekers to succeed.[SENTMARKER]The plaintiffs alleged violations of the Take Care Clause of the U.S. Constitution, as well as provisions of the Immigration and Nationality Act and the Administrative Procedure Act. They sought declaratory and injunctive relief.[SENTMARKER]After the defendants filed a motion to dismiss, the plaintiffs moved for a Temporary Restraining Order due to the COVID-19 pandemic, alleging that the immigration courts had failed to take adequate public health measures to protect judges, respondents, attorneys, and staff.[SENTMARKER]On April 1, 2020, the District Court denied the plaintiffs' motion.[SENTMARKER]On July 31, the court granted in part and denied in part the defendant's motion to dismiss.[SENTMARKER]The defendants sought reconsideration, which was denied on September 10.","On March 20, 2020, a group of legal advocacy organizations filed this lawsuit in the U.S. District Court for the District of Oregon against the Department of Justice (DOJ) alleging that the DOJ's use of video teleconferencing (VTC) in removal proceedings violated the Take Care Clause of the Immigration and Nationality Act (INA), the Administrative Procedure Act (APA), and the First and Fourteenth Amendment rights of noncitizens seeking legal assistance in the immigration court system.[SENTMARKER]The plaintiffs sought an emergency order with respect to the national COVID-19 emergency or the next 28 days, whichever is shorter.[SENTMARKER]They also sought declaratory and injunctive relief.[SENTMARKER]The court granted the plaintiffs' motion for a temporary restraining order, ECF 28, and denied the government's motion to dismiss the case for lack of jurisdiction."
