,gold_sents,pegasus_output_sents,oreo_pegasus_output_sents
10,"In 2016, prisoners that had completed their sentences but remained incarcerated by the Illinois Department of Corrections filed this class action against the state in the U.S. District Court for the Northern District of Illinois.[SENTMARKER]The plaintiffs alleged that the Illinois statutory scheme governing mandatory supervised release (MSR) for sex offenders and the requirement for offenders to have an approved “host site” in order to be released from custody violated their Eighth and Fourteenth Amendment rights.[SENTMARKER]The court awarded the plaintiffs summary judgment on the Eighth and Fourteenth Amendment claims.[SENTMARKER]The court entered a permanent injunction on January 15, 2020,  requiring IDOC to present a plan for releasing class members from custody, and quarterly reports outlining steps that were being taken to ensure that all class members would be properly released by January 2, 2021.[SENTMARKER]As of July 2020, the court's supervision of IDOC's progress is ongoing.","On August 18, 2017, a class of sex offenders filed this lawsuit in the U.S. District Court for the Northern District of Illinois against the Illinois Department of Corrections and the Illinois Prison Review Board.[SENTMARKER]The plaintiffs, individually and on behalf of two classes of similarly situated individuals, challenge the constitutionality of the statutory schemes that cause this severe deprivation of their constitutional right to liberty.[SENTMARKER]The defendants claim that the Department recently promogulated new guidelines that proscribe internet-accessible home while individuals convicted of offenses not relating to the internet (and with no history of misusing computers or the internet) may be allowed to reside in a home with internet access.","In 2012, a group of Illinois sex offenders filed a class action lawsuit in the U.S. District Court for the Northern District of Illinois against the Illinois Attorney General and the Director of the Illinois Department of Corrections.[SENTMARKER]The plaintiffs sought declaratory and injunctive relief under the Eighth and Fourteenth Amendments of the United States Constitution.[SENTMARKER]The court granted summary judgment on the defendants' motion for summary judgment.[SENTMARKER]The case is now closed."
11,"On October 21, 2015, a private plaintiff sued the City of Dodge City, Kansas and Ford County in a civil rights action arising under 42 U.S.C. § 1983.[SENTMARKER]The plaintiff alleged that the Dodge City's wealth-based post-arrest detention scheme violated the Due Process and Equal Protection Clauses of the Fourteenth Amendment.[SENTMARKER]The plaintiff sought injunctive relief, compensatory damages, and a declaration that the City's wealth-based detention practices were unlawful.[SENTMARKER]The parties agreed to settle that the City would be enjoined from holding an arrestee in custody after a non-warrant arrest on the basis of inability to post bond.[SENTMARKER]The court retains jurisdiction to enforce the injunction but the case otherwise appears closed.","A man arrested for disorderly conduct sued the City of Dodge City, Ford County, and the Ford County Sheriff's Office in the U.S. District Court for the District of Kansas, seeking equitable relief and damages in violation of the Fourteenth Amendment to the United States Constitution.[SENTMARKER]The suit alleged that the defendants unlawfully kept the plaintiff in the custody of the Defendant because he could not afford to post a cash bond pursuant to an established schedule for the alleged offense; .<n>The parties agreed to enter into an injunction requiring the City to release all individuals arrested (for non-warrant arrests) in the City for violation of municipal ordinances of the City on Own Recognizance Bonds without further conditions of release as soon as practical after booking and will not require individuals to post any type of monetary bond.[SENTMARKER]The parties also agreed to impose conditions on the release of individuals arrested for domestic assault, intentional assault or threatening conduct, or assault.","The Plaintiff sued the City of Dodge City, Kansas and Ford County, Kansas, alleging that the City's wealth-based detention scheme violated the Due Process and Equal Protection Clauses of the Fourteenth Amendment to the United States Constitution.[SENTMARKER]The Plaintiff sought declaratory, injunctive, and compensatory relief.[SENTMARKER]The Court granted the Plaintiff's motion for entry of final injunctive relief, requiring the City to release all individuals arrested (for non-warrant arrests) in the City for violation of municipal ordinances of the City on Own Recognizance Bonds (""OR Bonds"") without further conditions of release as soon as practical after booking and will not require individuals to post any type of monetary bond."
12,"In 2015, prisoners in the Kentucky Clark County Jail filed this class action in the U.S. District Court for the Eastern District of Kentucky, alleging that the state did not afford adequate procedural right prior to unlawfully charging inmates a fee for their incarceration without an order from the sentencing court.[SENTMARKER]The plaintiffs sought a declaratory judgment, permanent injunction of the practice, and monetary damages.[SENTMARKER]The court granted the defendants' motion to dismiss and dismissed all claims alleged in the complaint with prejudice, and all pending motions were denied moot.[SENTMARKER]In 2016, the plaintiffs appealed but the appeals court affirmed the judgment of the district court.","David Jones filed this lawsuit in the U.S. District Court for the Eastern District of Kentucky against Clark County, Kentucky and the County Jailor.[SENTMARKER]Jones claimed that the defendants had violated the Due Process Clause of the Fourteenth Amendment by refusing to provide him with a hearing before withholding a portion of his canteen-account to cover the costs of booking, room and board.[SENTMARKER]The district court granted the defendants' motion to dismiss the federal claims with prejudice, and dismissed the state claims without prejudice.[SENTMARKER]Jones appealed, arguing that he had been deprived of procedural due process by the defendants.","Plaintiff filed this lawsuit in the U.S. District Court for the Eastern District of Kentucky against Clark County, Kentucky.[SENTMARKER]The complaint alleged that the defendants violated the Fourteenth Amendment by charging inmates a fee for their incarceration without an order from a sentencing court.[SENTMARKER]The district court granted the defendants' motion to dismiss, dismissing the federal claims with prejudice, and dismissing the state claims without prejudice.[SENTMARKER]The case is closed."
13,"This 2017 class lawsuit was brought by two residents of East Baton Rouge Parish in the U.S. District Court for the Middle District of Louisiana.[SENTMARKER]The plaintiffs alleged that, in charging fees in addition to bail to be released from prison before trial, the defendant RHI had violated federal and state anti-racketeering law, their Due Process and Equal Protection rights, and the right to be free from unreasonable searches and seizures.[SENTMARKER]The parties reached a private settlement, and the case was dismissed on February 20, 2020.","On June 4, 2018, a class action lawsuit was filed in the U.S. District Court for the Middle District of Louisiana against Rehabilitation Home Incarceration ( RHI) and the East Baton Rouge Parish Prison.[SENTMARKER]The plaintiffs alleged that RHI's Chief Executive Officer, Cleve Dunn, Sr., and the Prison's Director, Sid J. Gautreaux, Jr., violated the Fourteenth Amendment and the Louisiana Racketeering Influenced and Corrupt Organization statutes by refusing to release individuals ordered to RHI supervision until they paid the initial fee.[SENTMARKER]The court awarded damages to the plaintiffs.[SENTMARKER]The case was closed in February 2019.","The plaintiffs filed this lawsuit in the U.S. District Court for the Middle District of Louisiana against RHI, East Baton Rouge Parish, and the East Louisiana Sheriff's Office.[SENTMARKER]The plaintiffs alleged that RHI violated the Fourteenth Amendment by threatening them with arrest and jailing if they did not pay RHI's fees.[SENTMARKER]The case was closed in February of this year."
14,"In 2015, indigent former criminal defendants filed this putative class action lawsuit in the U.S. District Court for the Eastern District of Louisiana.[SENTMARKER]Plaintiffs alleged that that the defendants had a practice of imprisoning individuals who had failed to pay court debts without meaningfully determining whether the individuals had the ability to pay the debt.[SENTMARKER]In August 2018, granted plaintiffs’ motion for class certification, and held that the Judges’ policy/practice of not inquiring into the ability of the persons falling within the certified class to pay before they are imprisoned for non-payment of court debts was unconstitutional, and that the Judges’ failure to provide a neutral forum for determination of such persons’ ability to pay was unconstitutional.[SENTMARKER]The defendants appealed to the Fifth Circuit Court of Appeals.[SENTMARKER]The Fifth Circuit affirmed the lower court on August 23, 2019.[SENTMARKER]The defendants petitioned the Fifth Circuit to rehear the case en banc on September 6, 2019, but the court denied to rehear on September 30.[SENTMARKER]The defendants filed a petition for writ of certiorari in the U.S. Supreme Court on December 20, 2019.[SENTMARKER]Cert was denied on March 3, 2020.","On November 17, 2015, a class action lawsuit was brought in the U.S. District Court for the Eastern District of Louisiana against the City of New Orleans and the City's Collections Department.[SENTMARKER]The plaintiffs alleged that the defendants' practices in collecting criminal fines and fees violated the Due Process Clause of the Fourteenth Amendment.[SENTMARKER]The district court granted summary judgment in Plaintiffs' favor.[SENTMARKER]The case was closed on May 13, 2016.",A class action lawsuit was brought in the U.S. District Court for the Eastern District of Louisiana against the judges of the Orleans Parish Criminal District Court.[SENTMARKER]The plaintiffs alleged that the judges' practice of not inquiring into the ability of defendants to pay before they are imprisoned for nonpayment of court debts was unconstitutional.[SENTMARKER]The court granted the plaintiffs' motion for class certification and entered a judgment in favor of the plaintiffs in August 2018.
15,"A class-action lawsuit sought declaratory judgment against twelve Louisiana judges, alleging that the judges violated Plaintiffs' Due Process and Equal Protection rights by imposing bail without determining whether arrestees could pay.[SENTMARKER]The complaint also alleged an improper financial incentive for judges to impose bail in order to receive a portion of the money for their general expense fund.","On August 5, 2018, a class action lawsuit was filed in the U.S. District Court for the Eastern District of Louisiana against the Orleans Parish Sheriff's Office and the Orleans Criminal District Court.[SENTMARKER]The plaintiffs alleged that the defendants' policies, practices, and procedures that make up their post-arrest money-based release and detention scheme, act in the same unconstitutional manner with respect to all class members.[SENTMARKER]The parties were instructed to work together to resolve the matter without prejudice.[SENTMARKER]The case was dismissed on June 17, 2020.","In 2015, 97% of those defendants in Criminal District Court who were assessed a financial bail obtained their freedom through a commercial surety.[SENTMARKER]Only 3% paid their full bail in cash.[SENTMARKER]In a five-month period in 2018, an average of 448 prisoners per day were detained solely on secured money bonds that they could not afford."
16,"In December 2020, four individuals at East Baton Rouge Parish Prison (EBRPP) filed this class action lawsuit alleging violations of their Fourteenth and Sixth Amendment rights by judicial and prison officials.[SENTMARKER]On December 15, the plaintiffs filed a motion for temporary restraining order and preliminary injunction.[SENTMARKER]The request for a temporary restraining order was later withdrawn in January 2021.[SENTMARKER]A settlement conference is scheduled for March 11 and the deadline for the parties to file a joint status report is March 21.[SENTMARKER]The defendants' responsive pleading to the complaint is due on March 22, 2021.[SENTMARKER]This case is ongoing.","The MacArthur Justice Center filed this class action lawsuit in the U.S. District Court for the Middle District of Louisiana against the East Baton Rouge Parish Sheriff's Office and the Criminal Division of the 19th Judicial District Court on December 14, 2020 .<n>Plaintiffs allege that the Sheriff and the JDC's pretrial detention policies and practices violate their constitutional rights by detaining them in the local pretrial detention facility without any inquiry into or findings concerning the individual's ability to pay or alternatives to incarceration.",The MacArthur Justice Center filed this class action lawsuit in the U.S. District Court for the Eastern District of Louisiana against the East Baton Rouge Parish Sheriff's Office and the Warden of the Parish Prison.[SENTMARKER]The plaintiffs allege that the Sheriff deprives arrestees of liberty under unconstitutional detention orders by denying them due process and equal protection rights under the Fourteenth Amendment and the Sixth Amendment.[SENTMARKER]The case is ongoing.
17,"On January 19, 2006, a death-sentenced inmate of the Maryland Correctional Adjustment Center in Baltimore, Maryland filed a lawsuit under 42 U.S.C. § 1983 against the Maryland Department of Corrections in the U.S. District Court for the District of Maryland.[SENTMARKER]The plaintiff objected to the three-drug cocktail (sodium pentothal, pancuronium bromide, and potassium chloride) used in Maryland's lethal injections.[SENTMARKER]The plaintiff argued that the defendant's lethal injection procedures arbitrarily and unnecessarily created a grave risk that he would suffer extreme pain during his execution, thus violating his rights under the Eighth and Fourteenth Amendments.[SENTMARKER]The plaintiff also filed a similar complaint in the Circuit Court for Baltimore City alleging that the defendants failed to follow Maryland law because the execution protocol had not been adopted under the Maryland Administrative Procedures Act (MAPA).[SENTMARKER]On December 19, 2006 the Maryland Court of Appeals invalidated the Maryland execution protocols until such time as they were properly adopted under MAPA or exempted from that requirement by an act of the Maryland General Assembly.[SENTMARKER]On January 29, 2007, two bills were introduced in the Maryland General Assembly, one that would exempt the death penalty protocols from the MAPA requirement and one that would repeal the death penalty in the state.[SENTMARKER]The judge agreed to stay the proceedings of this case pending the outcome of the legislation.[SENTMARKER]According to the status report on March 14, 2011, all executions in Maryland had been stayed until the proper administrative regulations were adopted.[SENTMARKER]On August 16, 2012 this case was administratively closed.[SENTMARKER]In May 2013 the Maryland legislature repealed the death penalty for all future convictions and in December 2014 Governor O'Malley commuted the death sentences of the four remaining death-row inmates to life without the possibility of parole.","In 2004, a death-sentenced inmate in Maryland filed a lawsuit in the U.S. District Court for the District of Maryland challenging the state's lethal injection protocol.[SENTMARKER]The inmate claimed that the state had failed to provide adequate directions for preparation of drugs and training of staff, failed to establish necessary safeguards necessary supervision of personnel, and failure to establish appropriate criteria and standards that these personnel must rely upon in exercising their discretion during the lethal injection process.[SENTMARKER]The case was closed in 2006, and the inmate was sentenced to death.","In December 2005, a death row inmate in Maryland filed a lawsuit in the U.S. District Court for the District of Maryland against the Maryland Department of Public Safety and Correctional Services.[SENTMARKER]The inmate claimed that the state's execution procedures violated his rights under the Eighth and Fourteenth Amendments to the United States Constitution.[SENTMARKER]The court granted the defendant's motion for preliminary relief.[SENTMARKER]The defendant appealed the decision to the 4th Circuit Court of Appeals.[SENTMARKER]The case is now closed."
18,"In response to the economic crisis caused by the COVID-19 pandemic of 2020, Congress passed the CARES Act, which created, among other things, the “Paycheck Protection Program.”[SENTMARKER]Under this program, small business owners could apply for a loan from the Small Business Administration; if they later certified that all of the loan funds had been used for qualifying expenses, the loan would be forgiven.[SENTMARKER]The SBA’s rules disqualified many small business owners with criminal records.[SENTMARKER]Several small business owners brought this lawsuit against the SBA in the U.S. District Court for the District of Maryland, challenging this criminal record exclusion.[SENTMARKER]On June 29, the court granted a preliminary injunction requiring the SBA to extend the application deadline for the named plaintiffs from June 30 to July 21, 2020.[SENTMARKER]The following week, Congress passed follow-up legislation extending the deadline for all applicants to August 8, 2020.[SENTMARKER]As of July 29, 2020, further developments in the litigation are pending.","On June 16, 2020, a small business owner filed a lawsuit in the U.S. District Court for the District of Maryland against the United States Small Business Administration (S.B.A.)[SENTMARKER]alleging that the SBA's Paycheck Protection Program ( PPP) discriminated against him by denying him a PPP loan because of his criminal history.[SENTMARKER]The court granted the plaintiff's motion for a preliminary injunction, which was granted on June 10, 2020.[SENTMARKER]The case is now closed.","In April 2020, a group of small business owners filed a lawsuit in the U.S. District Court for the District of Maryland against the Small Business Administration (SBA) challenging the exclusion of individuals with arrest and conviction records from the Paycheck Protection Program (PPP) under the CARES Act (the Coronavirus Aid, Relief, and Economic Security Act) (theCARES Act) from the PPP.[SENTMARKER]The plaintiffs filed a motion for a preliminary injunction, which the court granted on June 26, 2020.[SENTMARKER]The court granted the plaintiffs' motion to extend the deadline to apply for the PPP until July 21, 2020.[SENTMARKER]The plaintiffs are seeking injunctive relief, which would require the SBA to reserve funds for unlawfully excluded PPP applicants.[SENTMARKER]The case is now closed."
19,"On February 8, 2015, persons jailed for failing to pay their legal fines sued the City of Ferguson in the U.S. District Court for the Eastern District of Missouri under 42 U.S.C. § 1983, arguing that the City violated the Fourth, Sixth, Eighth, and Fourteenth Amendments of the U.S Constitution.[SENTMARKER]They asked the court for declaratory relief, injunctive relief, monetary damages, attorneys' fees, and costs.[SENTMARKER]The court denied multiple motions to dismiss, and the parties have engaged in extensive discovery.[SENTMARKER]The case is ongoing.","This class action lawsuit was brought in the U.S. District Court for the Eastern District of Missouri against the City of Ferguson, Missouri.[SENTMARKER]The plaintiffs alleged that the City's policies and practices of jailing them for failure to pay fines owed from traffic and other minor offenses violated their Fourth Amendment rights.[SENTMARKER]The case was dismissed on February 13, 2018 by the Judge Audrey Gleissig.","On February 8, 2015, a group of individuals in the City of Ferguson, Missouri, filed a class action lawsuit in the U.S. District Court for the Eastern District of Missouri.[SENTMARKER]The plaintiffs alleged that the City's policies and practices of jailing individuals for failure to pay money owed from traffic and other municipal offenses violated their Fourth, Sixth, and Fourteenth Amendments rights.[SENTMARKER]The City moved to dismiss the plaintiffs' claims under Federal Rule of Civil Procedure 19, but the Court stayed the case pending the outcome of the appeal."
20,"On May 27, 2015, a person jailed by the City of St. Ann, Missouri (the City), for failing to pay the fee required under the City's secured bail system, sued the City in the U.S. District Court for the Eastern District of Missouri, arguing that the City had violated the Fourteenth Amendment of the U.S. Constitution, and asking for declaratory relief, injunctive relief, damages, attorneys' fees, and costs.[SENTMARKER]On September 3, 2015, the Judge assigned to the case, Judge Rodney W. Sippel, granted a stay in the proceedings to allow the parties to test the effects of a provisional settlement agreement, under which plaintiff agreed to drop his non-equitable claims, and under which the City agreed to end its secured bail policy and pay the plaintiff a $10,000 fee for acting as a class representative.[SENTMARKER]On May 4, 2018, a Consent Agreement was signed by Judge Sippel, whereby most of the original relief sought was agreed to by the Defendant.[SENTMARKER]The Court retains jurisdiction for two years, which may be extended for one more year upon agreement.","On May 2, 2018, a class action lawsuit was filed in the U.S. District Court for the Eastern District of Missouri against the City of St. Ann, Missouri.[SENTMARKER]The suit alleged that the City's policy of keeping arrestees in the custody of the City because they could not afford to post a cash bond unlawfully kept the plaintiff in jail.[SENTMARKER]The parties entered into a settlement agreement in which the City agreed to pay the plaintiff $10,000 as a class representative fee.[SENTMARKER]The lawsuit was dismissed with prejudice subject only to the continuing jurisdiction of the Court to enforce the settlement agreements and over the equitable claims.","Kellen Powell filed this lawsuit against the City of St. Ann in the U.S. District Court for the Eastern District of Missouri on May 29, 2015 after his arrest for traffic offenses.[SENTMARKER]He alleged that the City unlawfully kept him in the custody of the City because he could not afford to post a cash bond pursuant to an established schedule.[SENTMARKER]The parties entered into a settlement agreement in which the City agreed to pay Powell $10,000 as a ""Class Representative Fee"" and to end its use of a fixed cash bail system for new arrestees.[SENTMARKER]The settlement agreement was entered into by Judge Rodney W. Sippel on January 3, 2017."
21,"On August 9, 2016, a group of individuals who were placed in jail because of an inability to pay fines, penalties, and other charges filed a class action lawsuit in the U.S. District Court for the Eastern District of Missouri.[SENTMARKER]The plaintiffs sued thirteen St. Louis County municipalities under 42 U.S.C. § 1983 and § 2201.[SENTMARKER]The plaintiffs, represented by ArchCity Defenders and private counsel, asked the court for declaratory, injunctive, and compensatory relief, claiming violations of the Fourth, Sixth, and Fourteenth Amendments.[SENTMARKER]In their complaint, the plaintiffs claimed that the defendant municipalities engaged in a deliberate and coordinated conspiracy to fill their coffers by extorting money from thousands of poor, disproportionately African-American people in the St. Louis region.[SENTMARKER]On April 24, 2017, the case was dismissed as to all defendant municipalities except the City of St. Ann.[SENTMARKER]The case (including mediation efforts) is ongoing against the City.","On April 24, 2014, the ACLU of Missouri filed this class action lawsuit against Cool Valley, the City of St. Louis, and the St. Ann Jail in the U.S. District Court for the Eastern District of Missouri.[SENTMARKER]The plaintiffs alleged that the jail conditions were unsanitary, overcrowded, and unsanitary, and that the defendants failed to provide basic hygiene products, food, and access to a shower for inmates.[SENTMARKER]The case was settled in July 2014 and the defendants paid the plaintiffs over $1 million in damages.","On April 24, 2015, a group of African-American residents of the St. Louis area filed a class action lawsuit in the U.S. District Court for the Eastern District of Missouri against the City of St. Ann.[SENTMARKER]The plaintiffs alleged that the city's police department, municipal court systems, city prosecuting attorneys' offices, and jails had extorted money from thousands of poor, disproportionately African-Americans to fill the municipalities' coffers by extorting money from them.[SENTMARKER]The defendants' unconstitutional revenue-generation scheme disproportionately targets African- American residents, placing jobs at risk, leaving children without supervision, and debasing fundamental human rights, for as long as it takes to strong-arm payment.[SENTMARKER]The plaintiff sought declaratory, injunctive, and compensatory damages as well as injunctive relief.[SENTMARKER]The court granted the plaintiffs' motion for summary judgment.[SENTMARKER]The case is now closed."
