,gold_sents,pegasus_output_sents
575,"On July 20, 2010, the American Immigration Lawyers Association (AILA) filed suit against the U.S. Department of Homeland Security (DHS) in the U.S. District Court for the District of Columbia for failing to adequately respond to FOIA requests regarding USCIS procedures for inspecting potential H-1B visa fraud.[SENTMARKER]On March 30, 2012, the District Court ordered DHS to provide adequate description of the exempted information in response to the FOIA request so that AILA could make a proper segregability determination.[SENTMARKER]This was the last action in this case.","On March 29, 2011, the American Immigration Lawyers Association (AILA) filed this lawsuit in the U.S. District Court for the District of Columbia against the Department of Homeland Security (DHS) and the United States Citizenship and Immigration Services (USCIS) under the Freedom of Information Act (FOIA).[SENTMARKER]AILA sought the release of records concerning agency policies and procedures relating to nonimmigrant temporary workers and particularly the adjudication of petitions for their lawful employment in the US.[SENTMARKER]The parties sought declaratory, injunctive, and other appropriate relief with respect to the unlawful withholding of these records by the DHS and the USCIS with oversight responsibility for immigration to the US, and the alleged applicability of FOIA exemptions to the records sought by AILA.[SENTMARKER]AILA appealed the withholding of the responsive record from disclosure by DHS and USCIS to the Court.[SENTMARKER]The Court granted AILA's motion for summary judgment, finding that the defendants had complied with their FOIA obligations and had not waived their ability to invoke FOIA exemptions, including 7(E) of the FOIA.[SENTMARKER]In a cross-motion for summary judgement, the defendants sought summary judgment as to the entirety of their searches and subsequent responses to plaintiff's FOIA requests.[SENTMARKER]The court granted the defendants' summary judgment motion, but denied the parties' motion for expedited processing."
576,Central American mothers and children detainees brought suit against the Department of Homeland Security and its various agencies for the government's unlawful expedited removal policies at the Artesia Family Residential Center.[SENTMARKER]Plaintiffs voluntarily dismissed the case in January 2015 after DHS remedied the violations of Plaintiffs' rights in their immigration proceedings and closed the Artesia facility.,"On August 22, 2014, a mother and her two daughters from El Salvador and Honduras filed this lawsuit in the U.S. District Court for the District of Columbia against the Department of Homeland Security (DHS) seeking relief under the Immigration and Nationality Act (INA) and the Administrative Procedure Act (APA).[SENTMARKER]The plaintiffs alleged that the government's new expedited removal policies and procedures made it difficult for detained women and children with bona fide asylum claims to present and substantiate their claims to asylum or other forms of immigration relief, and to seek the assistance of counsel in doing so.[SENTMARKER]The plaintiffs were detained at the Artesia Family Residential Center, a detention facility in New Mexico.[SENTMARKER]The case was dismissed on January 30, 2015 without prejudice."
577,"On June 20, 2018, three immigrant parents separated from their children filed a civil action against various federal agencies and officials in the U.S. District Court for the District of Columbia for immediate reunification with their children.The plaintiffs were detained after crossing the United States-Mexico border without inspection with young accompanying children, seeking asylum.[SENTMARKER]After plaintiffs were apprehended at the border, the children were separated under the “zero-tolerance” immigration policy announced April 6, 2018, which criminally prosecuted adult entrants crossing the border illegally and placed accompanying minors in custody of the government.[SENTMARKER]All three plaintiffs crossed the border prior to the Executive Order issued on June 20, 2018, which allowed immigrant parents and children apprehended at the border to remain together during the pendency of their proceedings.[SENTMARKER]The plaintiffs alleged interference of family integrity in violation of Due Process, and sought preliminary and permanent injunctions to immediately reunite plaintiffs with their children.[SENTMARKER]The plaintiffs obtained preliminary relief and were (along with another parent who joined the case later to prevent separation from her daughter) ultimately re-united with their children.[SENTMARKER]The case is now closed.","On June 20, 2018, three immigrant parents who were separated from their young children filed this lawsuit in the U.S. District Court for the Southern District of California against the Department of Homeland Security (DHS) and certain federal agencies and officials responsible for enforcing immigration laws and regulations.[SENTMARKER]The plaintiffs sought a preliminary injunction requiring the government to immediately reunify their children with their parents by July 10, 2018, and those age five and over by July 26, 2018.[SENTMARKER]On June 22, 2018, the plaintiffs filed an application for a temporary restraining order requiring defendants, inter alia, to provide reliable, daily information about the well-being of their children.[SENTMARKER]On July 9, 2018, the court granted the plaintiffs' motion for a TRO in abeyance and suggested that the parties meet and confer and provide a joint status report to the Court.[SENTMARKER]The court granted plaintiffs' TRO with respect to certain outstanding requests on July 16, 2018.[SENTMARKER]On July 6, 2018, the Court issued a class-wide preliminary injunction ordering the government not to separate children from their parents.[SENTMARKER]On June 26, 2018, the government agreed to comply with the court's order, but the court denied plaintiffs' request for a writ of habeas corpus.[SENTMARKER]The case is now closed."
578,"This action, filed Jan.[SENTMARKER]31, 2017, challenges President Trump’s Jan.[SENTMARKER]27, 2017 Executive Order ban on admission to the U.S. of nationals of Iraq, Iran, Libya, Somalia, Sudan, Syria and Yemen.[SENTMARKER]The complaint alleges that in preventing a Syrian national with a valid U.S. visa from returning to the U.S. pursuant to the EO, the defendants violated the First Amendment Establishment Clause, Fifth Amendment due process and equal protection rights, the Immigration and Nationality Act, the Administrative Procedure Act, and international law.[SENTMARKER]The case was filed in the United States District Court for the Northern District of Illinois.[SENTMARKER]The plaintiff seeks declaratory and injunctive relief.[SENTMARKER]The plaintiff, represented by private counsel and Bernard Harcourt of Columbia Law School, is a resident in the University of Illinois Chicago/Advocate Christ Hospital.[SENTMARKER]He returned to the United Arab Emirates to get married on Jan.[SENTMARKER]23, and upon returning to the U.S. to continue his residency, he was detained at Abu Dhabi International Airport on Jan 29.[SENTMARKER]Despite his valid visa, he was detained pursuant to the EO.[SENTMARKER]If the plaintiff cannot return to the U.S., he faces the risk of being deported to Syria, where he is a citizen but has never been a resident.[SENTMARKER]That same day, the plaintiff also filed a motion for a temporary restraining order and preliminary injunction.[SENTMARKER]The case was assigned to Judge Elaine Bucklo.[SENTMARKER]At a status hearing on February 1, the parties told the judge they had reached a ""settlement in principle.""[SENTMARKER]On February 2, the plaintiff successfully entered the United States at Chicago O'Hare International Airport.[SENTMARKER]On February 8, the plaintiff filed a motion for voluntary dismissal and leave to reinstate on or before August 1, 2017.[SENTMARKER]Judge Bucklo granted this motion and terminated the case.[SENTMARKER]This case is now closed.","On January 30, 2017, a Syrian-born doctor in the U.S. filed this lawsuit in the United States District Court for the Northern District of Illinois against the Department of Homeland Security (DHS) and the Departments of Justice (DOJ) and Customs and Border Protection (CBP) alleging violations of the First, Fifth, and Fourteenth Amendments of the Constitution, the Administrative Procedure Act, and the Constitution's Due Process Clause.[SENTMARKER]On January 27, 2017, President Donald Trump signed an executive order temporarily suspending the entry of all non-citizens from Iraq, Iran, Libya, Somalia, Sudan, Syria, and Yemen.[SENTMARKER]According to the terms of the EO, the ""entry into the United State"" of those countries is ""suspended"" from 90 days from the date of the order.[SENTMARKER]Plaintiff was detained at Abu Dhabi International Airport on January 29, 2017, and subsequently refused entry onto an Etihad Airways flight bound for Chicago, O'Hare International Airport.[SENTMARKER]On February 9, 2017, Judge Elaine E. Bucklo entered a final judgment enjoining the enforcement of the Executive Order, denying the defendants' motion to intervene, granting the plaintiffs' motion for a temporary restraining order, and granting them relief under the Declaratory Judgment Act. Judge Bucklo also granted a motion to dismiss the case without prejudice.[SENTMARKER]The case is now closed."
579,"On Aug.[SENTMARKER]14, 2013, 13 Indian guestworkers filed suit in S.D.[SENTMARKER]Miss.[SENTMARKER]for harm suffered as a result of an allegedly fraudulent and coercive employment recruitment scheme.[SENTMARKER]In Oct. 2013, the court transferred this case to E.D.La where it was consolidated with the Achari lead case.[SENTMARKER]The Achari case was dismissed due to settlement agreement but the court retained jurisdiction.","A group of Indian workers brought this suit in the U.S. District Court for the Eastern District of Louisiana against Signal International, LLC, a private limited liability company organized under the laws of India, and Global Resources, Inc. (a/k/a Medtech Consultants) alleging discrimination on the basis of race, ethnicity, religion, and alienage in violation of the Civil Rights Act of 1866.[SENTMARKER]The plaintiffs alleged that they were forced to live in the same overcrowded, unsanitary conditions as the other Indian workers at Signal's labor camp in Pascagoula, Mississippi.[SENTMARKER]They also alleged that Signal threatened anyone who complained about these conditions with reduced pay, suspension, dismissal, or deportation.[SENTMARKER]The case was consolidated with Achari v. Signal International on October 15, 2013, and the parties agreed that the case should be dismissed.[SENTMARKER]The parties also agreed to pay the plaintiffs' attorneys' fees and costs."
580,"In 2015, six refugees living in Utica, NY filed this class action in the Northern District of New York against the Utica School District Board of Education and the Utica City School District.[SENTMARKER]The plaintiffs alleged that that the defendants consistently denied Utica residents between the ages of 17 and 20 who were limited English proficient (LEP) and immigrants access to educational opportunity.[SENTMARKER]In 2016, the parties reached a settlement requiring the defendants to end their discriminatory practices and enact a detailed remedial plan.[SENTMARKER]Enforcement of the consent decree is ongoing as of November 2018.","On June 6, 2016, the Utica City School District Board of Education and its superintendent filed this lawsuit in the U.S. District Court for the Northern District of New York.[SENTMARKER]The plaintiffs alleged that the defendants had a policy and practice of excluding limited English proficient (LEP) immigrant students aged 17-20 from Proctor High School, the only high school in Utica, and diverting them to either the Newcomer Program or the APPLE Program.[SENTMARKER]According to the complaint, the defendants did not test LEP immigrant students to determine their level of English proficiency before placing them in the Newcomer program.[SENTMARKER]The defendants also excluded immigrants from the District’s GED program and have no regular contact with English-speaking students.[SENTMARKER]As required by the Equal Educational Opportunities Act (EEOA), the parties entered into a consent decree on June 6, 2016.[SENTMARKER]The consent decree is effective immediately upon the signature of the Court.[SENTMARKER]The parties have agreed to implement corrective measures to address language barriers that impede equal participation by ELLs aged 16-20 in its instructional programs.[SENTMARKER]The decree also requires the defendants to provide the plaintiffs with the opportunity to earn a high school diploma.[SENTMARKER]The court granted the plaintiffs' motion for partial summary judgment, and the case is closed."
581,"In 2020, two immigration detainees in the Batavia Federal Detention Facility in Batavia, NY, filed this class action in the United States District Court for the Western District of New York.[SENTMARKER]Plaintiffs claimed that they and others similarly situated had been improperly denied bond, that non-bond alternatives to detention had not been properly considered by their immigration judges, that such considerations were required by the Immigration and Nationality Act, and that the policy of placing the burden of proof on the Plaintiffs to show they posed no flight risk violated their Fifth Amendment Rights.[SENTMARKER]The court granted relief for pre-hearing detainees, agreeing that they pled sufficient facts to state a Due Process Claim that the government is required to bear the burden of proof at bond hearings for individuals detained pursuant to 8 U.S.C. §1226(a).[SENTMARKER]It denied Plaintiffs' request to certify the putative post-hearing class.[SENTMARKER]Both parties appealed; the case is ongoing.","On March 11, 2020, a group of immigration detainees filed a class action lawsuit in the U.S. District Court for the Western District of New York against the Department of Justice (DOJ) and the Executive Office for Immigration Review (EOIR) alleging violations of the Immigration and Nationality Act (INA) and its implementing regulations, the Administrative Procedure Act (APA), and the Fifth Amendment.[SENTMARKER]The plaintiffs sought class certification, a declaratory judgment that the defendants' actions violate the INA, and a preliminary injunction that each class member is entitled to a custody hearing at which the government bears the burden to justify continued detention by proving by clear and convincing evidence that the detained individual is a danger to others or a flight risk.[SENTMARKER]The court granted in part and denied in part the plaintiffs' motion for preliminary injunction.[SENTMARKER]The case was transferred to the United States Court of Appeals for the 2nd Circuit on July 22, 2020.[SENTMARKER]The case is now closed."
582,"In May 2015, parents of children born in Texas sued the Texas Department of State Health Services.[SENTMARKER]Plaintiffs, all Mexican or Central American citizens, asked for the release of their U.S.-citizen children's birth certificates, which defendant would not issue after refusing to accept the parents' consular identity documents.[SENTMARKER]The parties privately settled in July 2016.","On December 23, 2015, a group of parents of children born in the United States to undocumented immigrants filed this lawsuit in the U.S. District Court for the Western District of Texas against the Texas Department of State Health Services.[SENTMARKER]The plaintiffs alleged that the defendants' policy of denying birth certificates to the children of undocumented immigrants on the basis of their immigration status violated the Equal Protection clause and Due Process clause of the Fourteenth Amendment.[SENTMARKER]The court granted the plaintiffs' request for a Declaratory Judgment and ordered the defendants to provide the plaintiffs with certified copies of the birth certificates of their children.[SENTMARKER]The defendants appealed the decision, and the case is now closed."
583,"This suit seeks to support Texas's law Senate Bill 4 (SB4), which requires local Texas law enforcement to cooperate with federal immigration officials and punishes them if they do not.[SENTMARKER]Unlike the <a href=""https://www.clearinghouse.net/results.php?searchSpecialCollection=46"">suits that seek to challenge President Trump's ""Sanctuary City"" Executive Order</a>, this suit aims to support the work of federal immigration officials.[SENTMARKER]There are, so far, four cases addressing SB4.[SENTMARKER]On May 7, 2017, Texas Attorney General Ken Paxton filed this suit seeking a declaratory judgment approving SB4.[SENTMARKER]Defendants are Travis County, City of Austin, and the Mexican American Legal Defense and Education Fund (MALDEF).[SENTMARKER]The defendants filed a motion to dismiss for lack of jurisdiction on May 24, 2017.[SENTMARKER]The court dismissed the case without prejudice to refiling on August 9, 2017, finding that Texas lacked actual or imminent injury, which was required for Article III standing to seek declaratory judgment.[SENTMARKER]Texas appealed to the Fifth Circuit, who affirmed the district court's dismissal of the claim on December 12, 2018.[SENTMARKER]The case is closed.","On May 7, 2017, the State of Texas filed this lawsuit in the U.S. District Court for the Western District of Texas against local governments, elected officials, and a non-profit advocacy group.[SENTMARKER]The State sought declaratory and injunctive relief for violations of Senate Bill 4 (SB 4), which prohibits local governments from refusing to cooperate with federal immigration authorities.[SENTMARKER]The District Court dismissed the suit for lack of jurisdiction, ruling that the City of El Paso engaged in a pattern and practice of prohibiting enforcement of federal immigration law.[SENTMARKER]On May 22, 2017, the Texas Organizing Project Education Fund ( TOPEF) filed a similar suit in the same court against the State.[SENTMARKER]On August 9, 2017, the District Court granted the State's motion to dismiss, finding that the State had not alleged an injury sufficient to confer standing and that the suit sought an impermissible advisory opinion.[SENTMARKER]The case is now closed and the Supreme Court is considering whether to hear the case."
584,"On May 3, 1993, the U.S. Department of Justice investigated the Harrison County, MI jail.[SENTMARKER]The DOJ found violations of inadequate staffing and medical care.[SENTMARKER]Apparently after negotiation, the Attorney General filed an action under the Civil Rights of Institutionalized Persons Act (CRIPA), 42 U.S.C. 1997 et seq., against the jail in 1995.[SENTMARKER]Six days later, Judge Walter J. Gex III approved a consent decree.[SENTMARKER]The consent decree mandated doubling the number of officers, increased training, and hiring of medical professionals for the physical and mental health of the patients.[SENTMARKER]The decree was enforced sporadically throughout the next ten years.[SENTMARKER]On August 11, 2015, the parties filed a joint motion for dismissal, with the county agreeing to continue to use its best efforts to improve its mental health and medical care.[SENTMARKER]The case was dismissed on August 12, 1995.","On May 3, 1993, the Department of Justice (DOJ) filed this lawsuit in the U.S. District Court for the Southern District of Mississippi against Harrison County, Mississippi.[SENTMARKER]The complaint alleged that the defendants violated the constitutional rights of inmates confined at the Harrison County Adult Detention Center (HCDC) by failing to provide adequate access to the courts, inadequate training to jail officers, inadequate mental health care services, inadequate medical staffing, and inadequate access to law books and legal research materials.[SENTMARKER]The parties entered into a consent decree in which the defendants agreed to provide the DOJ with a law library, provide inmates with meaningful access to legal materials for research and writing, and discontinue the use of the facility's strip cell for disciplinary purposes.[SENTMARKER]The decree was entered on August 12, 2003, and the parties entered a final judgment on December 12, 2003.[SENTMARKER]The final judgment was entered by Chief District Judge Louis Guirola, Jr. on 8/12/15, pursuant to the terms of the consent decree.[SENTMARKER]The case was dismissed with prejudice, each party to bear its own attorney fees and costs."
585,"In 2003, prisoners filed this class-action lawsuit in the U.S. District Court for the Western District of New York.[SENTMARKER]The plaintiffs alleged that the Erie County Sheriff's Department had an unconstitutional policy and practice of strip-searching prisoners when they entered the county facilities.[SENTMARKER]In 2012, the Supreme Court ruled that a similar strip search policy was constitutional in <i>Florence v. Board of Chosen Freeholders</i>.[SENTMARKER]Board of Chosen Freeholders</i>.[SENTMARKER]The plaintiffs in this case argued that their case was distinguishable from <i>Florence</i>.[SENTMARKER]However, no further action occurred in the case after 2012.","On June 26, 2005, a class of arrested persons filed a lawsuit in the U.S. District Court for the Western District of New York against the County of Erie, the Erie County Sheriff's Department, and certain of its officials alleging that they were subjected to unconstitutional strip searches in violation of their right against unreasonable searches under the Fourth Amendment of the United States Constitution.[SENTMARKER]The plaintiffs sought declaratory and injunctive relief, and sought to interview other employees as witnesses to the alleged strip searches.[SENTMARKER]The district court granted the plaintiffs' motion for a writ of mandamus, and the district court's April 17, 2006 order was vacated.[SENTMARKER]The defendants then filed a motion to compel the release of e-mail communications to the plaintiffs.[SENTMARKER]The Second Circuit denied the defendants' request for a stay pending appeal.[SENTMARKER]The case is now closed."
586,"Two detainees in Shelby County Jail in Tennessee filed this petition for a writ of habeas corpus.[SENTMARKER]They claimed that failure to take sufficient COVID-19 precautions violated the Fourteenth Amendment, the Americans with Disabilities Act, and Section 504 of the Rehabilitation Act, and they sought release.[SENTMARKER]The court appointed an ""Independent Inspector"" to assess conditions at the jail and, based on his report, denied preliminary relief.[SENTMARKER]The court also denied defendants' motion to dismiss, and a trial is scheduled for May 2021.[SENTMARKER]An Independent Inspector was tasked with inspecting the jail to evaluate the conditions.[SENTMARKER]While praising defendants' professionalism, he wrote that several adjustments needed to be made in order for the jail to be a safe place for detainees.[SENTMARKER]After attending mediation and filing a joint motion for preliminary approval of class action settlement, the court preliminarily granted the consent decree requiring monthly reports on the status of COVID-19 in the Jail and unannounced, periodic inspections by the Inspector.[SENTMARKER]A final approval hearing is scheduled for March 5, 2021.","On August 7, 2020, pre-trial detainees filed a class action lawsuit in the U.S. District Court for the Western District of Tennessee against the Shelby County Sheriff's Office, alleging that their constitutional and statutory rights were being violated by the conditions in their jail due to the COVID-19 pandemic.[SENTMARKER]On June 10, 2020, the Court denied Defendants' motion and certified a class and subclass of medically vulnerable and disabled individuals detained pretrial at the Jail.[SENTMARKER]The parties reached a proposed consent decree in which the Jail agreed to provide at least one mask to detainees and to implement a number of measures to protect people from COVID.[SENTMARKER]The consent decree also required the Jail to provide the plaintiffs with free soap and that soap is not to be confiscated if the inmates have more than one bar.[SENTMARKER]In addition, the Jail was required to provide plaintiffs with access to the Skype for Business webpage for instructions on downloading the proper extensions for their computer.[SENTMARKER]The Court granted the plaintiffs' motion for injunctive relief and dismissed their petition for dismissal.[SENTMARKER]The case is now closed."
587,"In August 2014, detainees at the Franklin County Jail filed a lawsuit alleging that jail officials used excessive force against them and that the jail provided inhumane living conditions, in violation of the First, Eighth, and Fourteenth Amendments.[SENTMARKER]In March 28, 2016, the parties settled.[SENTMARKER]The defendant paid $400,557.66 in attorneys’ fees and was required to hire additional staff, renovate the prison, and adopt new mental health services policies.","In August 2014, a class action lawsuit was filed in the U.S. District Court for the Eastern District of Washington on behalf of inmates at the Franklin County Corrections Center.[SENTMARKER]The plaintiffs alleged that the jail's widespread unconstitutional practices, including the use of four point restraints against inmates, violated the Americans with Disabilities Act (ADA) and the Rehabilitation Act of 1973.[SENTMARKER]The plaintiffs sought injunctive and declaratory relief and sought a temporary restraining order barring the practices.[SENTMARKER]The parties reached a settlement on February 5, 2016 and the case was closed on July 31, 2019.[SENTMARKER]The parties agreed that the plaintiffs were entitled to an award of their 19 reasonable attorneys' fees and costs pursuant to 42 U. S.C.  1988(b)(2).[SENTMARKER]The defendants have denied the allegations in the complaint and continue to deny liability for the allegations.[SENTMARKER]The case is now closed."
588,"In early 2011, an electronic communication service provider that had received a National Security Letter (NSL) from the federal government filed a petition to set aside the NSL in the U.S. District Court for the Northern District of California.[SENTMARKER]The recipient asked the court for declaratory and injunctive relief, claiming that a nondisclosure provision of the NSL Statute, 18 U.S.C. § 2709, violated the First Amendment.[SENTMARKER]On March 14, 2013, U.S. District Judge Susan Illston granted the petition to set aside the NSL, declaring that § 2709 violated the First Amendment.[SENTMARKER]The government was therefore enjoined from issuing NSLs under § 2709 or from enforcing the nondisclosure provision in this or any other case.[SENTMARKER]The government appealed the decision to the Ninth Circuit, but while the appeal was pending, Congress amended § 2709 and 18 U.S.C. § 3511 as part of the USA FREEDOM Act of 2015.[SENTMARKER]The district court and Ninth Circuit upheld the constitutionality of the revised § 2709 and § 3511.[SENTMARKER]But the district court held that the government failed to justify nondisclosure in one case involving the recipient, and the government found that nondisclosure was no longer required in another case involving the recipient.[SENTMARKER]As a result, the recipient could reveal itself as CREDO Mobile.","In 2011, a telecommunications and Internet service provider filed a lawsuit in the U.S. District Court for the Northern District of California against the Federal Bureau of Investigation (FBI) alleging that the FBI's use of the National Security Letters (NSLs) in counterintelligence investigations violated the First Amendment.[SENTMARKER]The NSLs allow the FBI to issue national security letters to telecommunications companies to demand non-content information from service providers.[SENTMARKER]The plaintiffs alleged that the government's improper practices included requests for information based on First Amendment protected activity.[SENTMARKER]The district court dismissed the plaintiffs' complaint, but the case was remanded to the Second Circuit to address the first amendment issues presented in the 2006 Reauthorization Act of 2006.[SENTMARKER]The Second Circuit reversed the district court's decision in part and remanded the case to allow the government to enforce the NSL law.[SENTMARKER]The case is now pending before the Ninth Circuit.[SENTMARKER]In a parallel case, the plaintiffs appealed to the Supreme Court.[SENTMARKER]The Supreme Court declined to hear the case and the case is closed."
589,"In 2014, an investigative reporter filed suit under the Freedom of Information Act against the National Security Agency and U.S. Department of Justice in the U.S. District Court for the District of Columbia.[SENTMARKER]The plaintiff alleged that the defendants were improperly withholding records concerning the NSA's surveillance of federal and state judges.[SENTMARKER]The Court ordered the defendant conduct an email search for draft memoranda or opinions concerning such surveillance program.[SENTMARKER]The search wielded no results.[SENTMARKER]A settlement agreement was reached paying plaintiff's attorney's fees on February 27, 2017.","In March 2014, Plaintiff Jason Leopold filed this Freedom of Information Act (FOIA) lawsuit in the U.S. District Court for the District of Columbia against the National Security Agency (NSA), the Department of Justice (DOJ), and the Office of Legal Counsel (OLC) seeking records related to the NSA's bulk collection and storage of telephone metadata.[SENTMARKER]The complaint alleged that the defendants violated FOIA by failing to conduct an adequate search of the requested records.[SENTMARKER]In July 2015, the district court granted the defendants' first motion for summary judgment, finding that the search would impose an unreasonable burden on the agencies.[SENTMARKER]The parties then filed a second motion to dismiss the case.[SENTMARKER]On August 11, 2016, the court granted summary judgment to the defendants and denied the parties' motion for partial summary judgment.[SENTMARKER]The court ordered the parties to reprocess the FOIA request by searching the records for responsive documents.[SENTMARKER]On October 6, 2016, the parties filed a motion for a declaratory judgment, which was denied by the court.[SENTMARKER]The case is closed."
590,"On September 16, 2016, The Associated Press, Gannett Satellite Information Network LLC, and Vice Media, LLC, filed a lawsuit seeking information about the recently purchased tool allowing government access to the phone of one of the perpetrators of the mass killings in San Bernardino, California on December 2, 2015.[SENTMARKER]The Court granted the defendant's summary judgment motion on September 30, 2017, finding information at issue was protected under FOIA exemptions 1, 3, and 7.","On March 29, 2016, the Washington, D.C. District Court for the District of Columbia granted summary judgment in favor of USA TODAY and two other news organizations in a FOIA case brought against the Federal Bureau of Investigation (FBI) under the Freedom of Information Act (FOIA).[SENTMARKER]The News Organizations sought the release of documents related to the FBI's purchase of a tool to circumvent the need for a court order to access the locked iPhone of Syed Rizwan Farook, one of the perpetrators of the mass killings in San Bernardino, California last year.[SENTMARKER]The FBI initially denied each request on the basis of FOIA Exemption 7(A), which permits agencies to withhold records or information for law enforcement purposes to the extent that the production of such records could reasonably be expected to interfere with law enforcement proceedings.[SENTMARKER]On June 20, 2016, USA TODAY timely appealed the denial, arguing that the FBI had applied the exemption in violation of the law.[SENTMARKER]On April 21, 2016, AP reporter Eric Tucker filed a FOIA request with the FBI for records of the publicly-acknowledged business transaction that resulted in the purchase this March of the so-called iPhone access tool.[SENTMARKER]The Vice reporter filed the FOIA request on April 21, 2016.[SENTMARKER]On June 6, 2016, the FBI denied the Vice request.[SENTMARKER]On September 30, 2017, the court granted the defendants' motion for summary judgment, and the parties agreed that the records sought by the News Organizations were public records pursuant to 5 U.S. C.[SENTMARKER]552, and that they must be disclosed.[SENTMARKER]The court also granted the parties' cross-motion for summary judgement for the costs of this proceeding, including reasonable attorney's fees, as authorized by FOIA.[SENTMARKER]The case is now closed."
591,"On January 17, 2006, plaintiffs filed a lawsuit against the National Security Agency alleging that the Terrorist Surveillance Program was unconstitutional.[SENTMARKER]On August 17, 2006, the U.S. District Court for the Eastern District of Michigan (Judge Taylor) agreed and enjoined the program.[SENTMARKER]On July 6, 2007, the U.S. Court of Appeals for the 6th Circuit vacated the order and instructed to dismiss the case based on lack of standing.","On January 17, 2006, the National Association of Criminal Defense Lawyers and the Association of the Bar of the City of New York filed this lawsuit in the U.S. District Court for the Eastern District of Michigan against the National Security Agency (NSA) alleging that the NSA's warrantless wiretapping program violated the separation of powers doctrine and the Foreign Intelligence Surveillance Act (FISA).[SENTMARKER]The plaintiffs sought a declaratory judgment and an injunction.[SENTMARKER]The district court granted the plaintiffs' motion for summary judgment on the basis of the state secrets evidentiary privilege and their lack of standing.[SENTMARKER]On September 4, 2007, the Sixth Circuit Court of Appeals granted the government's motion to dismiss the case for lack of jurisdiction.[SENTMARKER]The case was remanded to the district court for further proceedings.[SENTMARKER]The plaintiffs appealed to the Supreme Court.[SENTMARKER]The Supreme Court declined to hear the appeal and the case was dismissed on September 4, 2007.[SENTMARKER]The case is now closed."
592,"The plaintiff, an individual citizen and lawful resident of the United States that was denied boarding a flight from the United Arab Emirates to the United States because of his alleged inclusion on the No Fly List of the federal government, filed a lawsuit in the U.S. District Court for the District of Oregon.[SENTMARKER]The plaintiff specifically alleged that his inclusion on the No Fly List was to coerce him to be an FBI informant.[SENTMARKER]The plaintiff sought declaratory, injunctive, and monetary relief for the federal government's various alleged constitutional violations and torture.[SENTMARKER]To date, the case remains pending.","On May 30, 2013, a man in the United Arab Emirates filed this suit in the U.S. District Court for the Southern District of California against the Department of Homeland Security (DHS), the Federal Bureau of Investigation (FBI), and the National Security Agency (NSA).[SENTMARKER]Plaintiff alleged that he was detained by the secret police in the UAE and subjected to interrogation and torture for 106 days.[SENTMARKER]He also alleged that the defendants violated his Fourth Amendment rights by subjecting him to electronic surveillance and wiretaps without first demonstrating to a court the existence of probable cause that the person has committed a crime are unconstitutional.[SENTMARKER]The district court dismissed this claim with prejudice, and the Ninth Circuit affirmed the district court's dismissal of the case with prejudice.[SENTMARKER]On November 4, 2015, the court granted Defendants' Motion in part and denied it in part.[SENTMARKER]The court dismissed Plaintiff's substantive and procedural due process claims as moot in light of the defendant's removal from the No-Fly List.[SENTMARKER]On February 12, 2015, after the parties stipulated DHS would reconsider the plaintiff's DHS TRIP application under the new procedures, the court issued an Opinion and Order in Latif v. Holder, 28 F. Supp.[SENTMARKER]Holder, 28 F. Supp.[SENTMARKER]Plaintiff sought declaratory and injunctive relief, and for damages, based upon Defendants' violations of his constitutional rights.[SENTMARKER]The Court, however, concluded Tarhuni's claims were moot.[SENTMARKER]The parties agreed to a temporary restraining order on February 12, 2015 and the case was dismissed on November 4, 2015.[SENTMARKER]On November 18, 2015, the Court dismissed Plaintiff’s Fourth Amendment claims with prejudice and dismissed the plaintiff’s procedural and substantive due-process claims.[SENTMARKER]The Ninth Circuit granted Defendants’ motion for summary judgment.[SENTMARKER]The case is now closed."
