,gold_sents,pegasus_output_sents,oreo_pegasus_output_sents
10,"In 2016, prisoners that had completed their sentences but remained incarcerated by the Illinois Department of Corrections filed this class action against the state in the U.S. District Court for the Northern District of Illinois.[SENTMARKER]The plaintiffs alleged that the Illinois statutory scheme governing mandatory supervised release (MSR) for sex offenders and the requirement for offenders to have an approved “host site” in order to be released from custody violated their Eighth and Fourteenth Amendment rights.[SENTMARKER]The court awarded the plaintiffs summary judgment on the Eighth and Fourteenth Amendment claims.[SENTMARKER]The court entered a permanent injunction on January 15, 2020,  requiring IDOC to present a plan for releasing class members from custody, and quarterly reports outlining steps that were being taken to ensure that all class members would be properly released by January 2, 2021.[SENTMARKER]As of July 2020, the court's supervision of IDOC's progress is ongoing.","On August 18, 2017, a group of sex offenders filed a lawsuit in the United States District Court for the Northern District Of Illinois challenging the constitutionality of mandatory supervised release (MSR) laws in the state of Illinois.[SENTMARKER]The plaintiffs, individually and on behalf of two classes of similarly situated individuals, allege that the laws violate their constitutional right to liberty under the Eighth and Fourteenth Amendments.[SENTMARKER]The defendants, the Illinois legislature, and the prison review board, filed a motion to dismiss the case.[SENTMARKER]The district court granted the defendants' motion for summary judgment, finding that the defendants had not violated the plaintiffs' right to due process.","This is an action for declaratory and injunctive relief filed in the U.S. District Court for the Northern District of Illinois by a group of sex offenders.[SENTMARKER]The plaintiffs, individually and on behalf of the classes they seek to represent, allege violations of their rights under the Eighth and fourteenth Amendments of the United States Constitution.[SENTMARKER]The defendants moved for summary judgment, which the court denied.[SENTMARKER]The case is now closed."
11,"On October 21, 2015, a private plaintiff sued the City of Dodge City, Kansas and Ford County in a civil rights action arising under 42 U.S.C. § 1983.[SENTMARKER]The plaintiff alleged that the Dodge City's wealth-based post-arrest detention scheme violated the Due Process and Equal Protection Clauses of the Fourteenth Amendment.[SENTMARKER]The plaintiff sought injunctive relief, compensatory damages, and a declaration that the City's wealth-based detention practices were unlawful.[SENTMARKER]The parties agreed to settle that the City would be enjoined from holding an arrestee in custody after a non-warrant arrest on the basis of inability to post bond.[SENTMARKER]The court retains jurisdiction to enforce the injunction but the case otherwise appears closed.","On December 1, 2016, a Dodge City resident filed a lawsuit against the City of Dodge City and the Ford County Sheriff's Office in the United States District Court for the District of Kansas.[SENTMARKER]The Plaintiff alleged that the Defendant had a policy which unlawfully kept him in the custody of the Defendant after an arrest for disorderly conduct because he could not afford to post a cash bond pursuant to an established schedule for the alleged offense; .[SENTMARKER]No person may, consistent with the Equal Protection Clause of the Fourteenth Amendment, be held in custody after a non-warrant arrest to be prosecuted by the City because the person is too poor to post any monetary bond.[SENTMARKER]The District Court granted the Plaintiff's motion for summary judgment, and the District Court entered an injunction requiring the Defendant to release all individuals arrested in the City for violation of municipal ordinances of the City on Own Recognizance Bonds without further conditions of release as soon as practical after booking and will not require individuals arrested (for non-Warrant arrests) to pay any type of monetary bond, except those arrested for domestic assault, intentional assault or threatening conduct, or assault.","On April 14, 2016, a Dodge City resident filed this lawsuit against the City of Dodge City and the Ford County Sheriff's Office, alleging that the City's wealth-based detention scheme violated the Due Process and Equal Protection Clauses of the Constitution.[SENTMARKER]The Plaintiff sought declaratory, injunctive, and compensatory relief.[SENTMARKER]The Court granted the Plaintiff's motion for entry of final injunctive relief and ordered the City to release all individuals arrested (for non-warrant arrests) in the City for violation of municipal ordinances of the City on Own Recognizance Bonds (""OR Bonds"") without further conditions of release as soon as practical after booking and will not require individuals to post any type of monetary bond."
12,"In 2015, prisoners in the Kentucky Clark County Jail filed this class action in the U.S. District Court for the Eastern District of Kentucky, alleging that the state did not afford adequate procedural right prior to unlawfully charging inmates a fee for their incarceration without an order from the sentencing court.[SENTMARKER]The plaintiffs sought a declaratory judgment, permanent injunction of the practice, and monetary damages.[SENTMARKER]The court granted the defendants' motion to dismiss and dismissed all claims alleged in the complaint with prejudice, and all pending motions were denied moot.[SENTMARKER]In 2016, the plaintiffs appealed but the appeals court affirmed the judgment of the district court.","On March 31, 2016, a former inmate of the Clark County Detention Center in Kentucky filed a lawsuit against the county and its jailer, alleging that the jailer had violated the Due Process Clause of the Fourteenth Amendment by charging him for incarceration costs that were not covered by automatic deduction.[SENTMARKER]The district court dismissed the case, but the Sixth Circuit affirmed the district court's decision.[SENTMARKER]The case is now closed.","On December 31, 2016, a former inmate of the Clark County Jail filed a lawsuit against the county, alleging that the county had violated the Fourteenth Amendment by charging him a fee for his incarceration without an order from a sentencing court.[SENTMARKER]The defendants moved to dismiss the case.[SENTMARKER]The district court granted the motion, dismissed the federal claims with prejudice, and dismissed the state claims without prejudice.[SENTMARKER]The judgment of the district court is affirmed."
13,"This 2017 class lawsuit was brought by two residents of East Baton Rouge Parish in the U.S. District Court for the Middle District of Louisiana.[SENTMARKER]The plaintiffs alleged that, in charging fees in addition to bail to be released from prison before trial, the defendant RHI had violated federal and state anti-racketeering law, their Due Process and Equal Protection rights, and the right to be free from unreasonable searches and seizures.[SENTMARKER]The parties reached a private settlement, and the case was dismissed on February 20, 2020.","On June 4, 1983, a class action was filed in the United States District Court for the Middle District Of Louisiana against Rehabilitation Home Incarcerated (RHI) and the East Baton rouge Parish Prison.[SENTMARKER]The plaintiffs alleged that RHI and the Prison had engaged in an unlawful scheme by refusing to release individuals ordered to RHI supervision until they paid RHI's initial fee.[SENTMARKER]According to the complaint, the defendants then imposed conditions of supervision, including imposing fees for release and monthly supervision, and used threats of incarceration for supervisees who do not comply with RHI’s conditions or pay the required fees.[SENTMARKER]The complaint alleged that the defendants violated the Fourteenth Amendment and the Louisiana Racketeering Influenced and Corrupt Organization statutes.[SENTMARKER]The district court granted the plaintiffs' motion for class certification on June 4, 1983.[SENTMARKER]The case was transferred to the district court in September 2018.","On February 28, 2018, two individuals filed this lawsuit in the U.N.[SENTMARKER]District District Court for the Middle District, Louisiana.[SENTMARKER]The plaintiffs alleged that the defendants violated the Fourteenth Amendment due process and equal protection provisions of the Constitution by threatening them with arrest and jailing them for failing to pay their court-ordered fees.[SENTMARKER]The case was closed on February 27, 2017 and the defendants were dismissed."
14,"In 2015, indigent former criminal defendants filed this putative class action lawsuit in the U.S. District Court for the Eastern District of Louisiana.[SENTMARKER]Plaintiffs alleged that that the defendants had a practice of imprisoning individuals who had failed to pay court debts without meaningfully determining whether the individuals had the ability to pay the debt.[SENTMARKER]In August 2018, granted plaintiffs’ motion for class certification, and held that the Judges’ policy/practice of not inquiring into the ability of the persons falling within the certified class to pay before they are imprisoned for non-payment of court debts was unconstitutional, and that the Judges’ failure to provide a neutral forum for determination of such persons’ ability to pay was unconstitutional.[SENTMARKER]The defendants appealed to the Fifth Circuit Court of Appeals.[SENTMARKER]The Fifth Circuit affirmed the lower court on August 23, 2019.[SENTMARKER]The defendants petitioned the Fifth Circuit to rehear the case en banc on September 6, 2019, but the court denied to rehear on September 30.[SENTMARKER]The defendants filed a petition for writ of certiorari in the U.S. Supreme Court on December 20, 2019.[SENTMARKER]Cert was denied on March 3, 2020.","On December 17, 2015, a class action lawsuit was brought against the City of New Orleans alleging that the city's debt collection practices violated the Due Process Clause of the Fourteenth Amendment of the United States Constitution.[SENTMARKER]The plaintiffs alleged that the defendants' practices in collecting criminal fines and fees violated the due process clause of the 14th Amendment.[SENTMARKER]The district court granted summary judgment in favor of the defendants.[SENTMARKER]The case is now closed.","On August 6, 2015, a class action was filed in the United States District Court for the New Orleans District against the judges of the Orleans Parish criminal district court.[SENTMARKER]The plaintiffs alleged that the judges violated their constitutional rights by failing to inquire into the ability of criminal defendants to pay before they are imprisoned for nonpayment of court debts.[SENTMARKER]The court granted the plaintiffs' motion for class certification and entered a final judgment in favor of the plaintiffs in August 2018."
15,"A class-action lawsuit sought declaratory judgment against twelve Louisiana judges, alleging that the judges violated Plaintiffs' Due Process and Equal Protection rights by imposing bail without determining whether arrestees could pay.[SENTMARKER]The complaint also alleged an improper financial incentive for judges to impose bail in order to receive a portion of the money for their general expense fund.","[ENTITYCHAIN] U.S. District Court Eastern District of Louisiana 2:19cv-13503 (E.D.[SENTMARKER]November 2020) On November 20, 2020, a class action lawsuit was filed in the United States District Court for the Eastern district of Louisiana against the Orleans Parish Sheriff's Office.[SENTMARKER]The plaintiffs alleged that Orleans Parish's post-arrest money-based release and detention scheme violated the plaintiffs' constitutional rights by requiring them to pay a bond to a commercial surety to secure their release.[SENTMARKER]The parties were instructed to work together to resolve the matter with respect to the defendants' policies and practices and the relevant constitutional and statutory law.[SENTMARKER]On November 21, 2020, the parties filed a motion to dismiss for lack of jurisdiction.[SENTMARKER]The motion was granted and the case was dismissed.","[ENTITYCHAIN] 2019 DATE | Criminal District Court ORG | In 2015, 97% of those defendants in criminal district court who were assessed a financial bail obtained their freedom through a commercial surety.[SENTMARKER]Only 3% paid their full bail in cash.[SENTMARKER]In a five-month period in 2018, an average of 448 prisoners per day were detained solely on secured money bonds that they could not afford."
16,"In December 2020, four individuals at East Baton Rouge Parish Prison (EBRPP) filed this class action lawsuit alleging violations of their Fourteenth and Sixth Amendment rights by judicial and prison officials.[SENTMARKER]On December 15, the plaintiffs filed a motion for temporary restraining order and preliminary injunction.[SENTMARKER]The request for a temporary restraining order was later withdrawn in January 2021.[SENTMARKER]A settlement conference is scheduled for March 11 and the deadline for the parties to file a joint status report is March 21.[SENTMARKER]The defendants' responsive pleading to the complaint is due on March 22, 2021.[SENTMARKER]This case is ongoing.","On December 20, 2020, a class action lawsuit was filed in the United States District Court for the Middle District Of Louisiana on behalf of a group of individuals who were held in pretrial detention under unconstitutional bail orders.[SENTMARKER]The plaintiffs alleged that the pretrial detention orders were issued without the legal and factual findings and procedures required for valid orders of pretrial detention.[SENTMARKER]One of the plaintiffs was suffering from Stage IV prostate cancer and was unable to pay $200,000 for his release, so he was held in the local pretrial detention facility.[SENTMARKER]The class is comprised of all individuals who are detained in the East Baton rouge Parish Prison pre-trial and who receive determinations on their eligibility for bail from Baton Rouge’s 19th Judicial District Court.[SENTMARKER]The jail has a long and ignoble history of medical issues and poor medical care, and it has one of the highest death rates of all jails in the country.","On June 5, 2017, a class action was filed in the U.S. District Court for the 19th Judicial District of Louisiana on behalf of individuals who were detained in the East Baton Rogue Parish Prison pre-trial and who received determinations on their eligibility for bail from the Judge's office.[SENTMARKER]The plaintiffs alleged that the Sheriff and Warden of the EBRPP violated the Due Process and Equal Protection rights of the individuals by denying them their equal protection rights under the Fourteenth Amendment and the Putative Class.[SENTMARKER]The defendants denied the plaintiffs their right to due process and equal protection.[SENTMARKER]The case was dismissed on October 27, 2020, and the plaintiffs filed a motion to dismiss and a motion for release of bond obligation.[SENTMARKER]The district court granted the defendants' motion for a preliminary injunction on November 16, 2020."
17,"On January 19, 2006, a death-sentenced inmate of the Maryland Correctional Adjustment Center in Baltimore, Maryland filed a lawsuit under 42 U.S.C. § 1983 against the Maryland Department of Corrections in the U.S. District Court for the District of Maryland.[SENTMARKER]The plaintiff objected to the three-drug cocktail (sodium pentothal, pancuronium bromide, and potassium chloride) used in Maryland's lethal injections.[SENTMARKER]The plaintiff argued that the defendant's lethal injection procedures arbitrarily and unnecessarily created a grave risk that he would suffer extreme pain during his execution, thus violating his rights under the Eighth and Fourteenth Amendments.[SENTMARKER]The plaintiff also filed a similar complaint in the Circuit Court for Baltimore City alleging that the defendants failed to follow Maryland law because the execution protocol had not been adopted under the Maryland Administrative Procedures Act (MAPA).[SENTMARKER]On December 19, 2006 the Maryland Court of Appeals invalidated the Maryland execution protocols until such time as they were properly adopted under MAPA or exempted from that requirement by an act of the Maryland General Assembly.[SENTMARKER]On January 29, 2007, two bills were introduced in the Maryland General Assembly, one that would exempt the death penalty protocols from the MAPA requirement and one that would repeal the death penalty in the state.[SENTMARKER]The judge agreed to stay the proceedings of this case pending the outcome of the legislation.[SENTMARKER]According to the status report on March 14, 2011, all executions in Maryland had been stayed until the proper administrative regulations were adopted.[SENTMARKER]On August 16, 2012 this case was administratively closed.[SENTMARKER]In May 2013 the Maryland legislature repealed the death penalty for all future convictions and in December 2014 Governor O'Malley commuted the death sentences of the four remaining death-row inmates to life without the possibility of parole.","On January 25, 2006, a death-sentenced inmate in Maryland filed a lawsuit against the Department of Corrections (DOC) alleging that the state's lethal injection procedures were unnecessary pain, suffering, and death.[SENTMARKER]The complaint alleged that the DOC's procedures made no provision for the possibility that a stay of execution would be received after the lethal injection process has begun.[SENTMARKER]The case was ultimately dismissed, but the Supreme Court granted certiorari to a Florida inmate who had challenged Florida's execution protocol.","In December 2005, a death row inmate in Maryland filed a lawsuit against the Department of Corrections (DOC) alleging that the DOC's practices and procedures unnecessarily create a grave risk that the inmate will suffer extreme pain during his execution, thus violating his rights under the Eighth and Fourteenth Amendments to the United States Constitution.[SENTMARKER]The case was dismissed by the District Court, but the case was re-opened and the DOC filed a motion to dismiss the case.[SENTMARKER]The District Court granted the motion, and the case went to the Court of Appeals for the Fourth Circuit."
18,"In response to the economic crisis caused by the COVID-19 pandemic of 2020, Congress passed the CARES Act, which created, among other things, the “Paycheck Protection Program.”[SENTMARKER]Under this program, small business owners could apply for a loan from the Small Business Administration; if they later certified that all of the loan funds had been used for qualifying expenses, the loan would be forgiven.[SENTMARKER]The SBA’s rules disqualified many small business owners with criminal records.[SENTMARKER]Several small business owners brought this lawsuit against the SBA in the U.S. District Court for the District of Maryland, challenging this criminal record exclusion.[SENTMARKER]On June 29, the court granted a preliminary injunction requiring the SBA to extend the application deadline for the named plaintiffs from June 30 to July 21, 2020.[SENTMARKER]The following week, Congress passed follow-up legislation extending the deadline for all applicants to August 8, 2020.[SENTMARKER]As of July 29, 2020, further developments in the litigation are pending.","On June 16, 2020, a small business owner filed a lawsuit against the Small Business Administrator's Office in the District Court of Maryland alleging that the SBA's Paycheck Protection Program ( PPP) excluded him from the PPP because he had been convicted of a felony.[SENTMARKER]The court granted the plaintiff's motion for a preliminary injunction, which was granted on June 10, 2020.[SENTMARKER]The case is now closed.","The U.S. District Court for the District of Maryland recently ruled that the Small Business Administration's Paycheck Protection Program (PPP) Rule 20 violated the plaintiffs' right to equal protection under the law.[SENTMARKER]The plaintiffs sued the SBA and the Department of Treasury, alleging that the rule violated their equal protection rights under the Constitution and the laws of the United States by denying them the right to apply for and receive a loan under the PPP.[SENTMARKER]The court ruled in favor of the plaintiffs on June 26, 2020, extending the deadline for the plaintiffs to apply until July 21, 2020."
19,"On February 8, 2015, persons jailed for failing to pay their legal fines sued the City of Ferguson in the U.S. District Court for the Eastern District of Missouri under 42 U.S.C. § 1983, arguing that the City violated the Fourth, Sixth, Eighth, and Fourteenth Amendments of the U.S Constitution.[SENTMARKER]They asked the court for declaratory relief, injunctive relief, monetary damages, attorneys' fees, and costs.[SENTMARKER]The court denied multiple motions to dismiss, and the parties have engaged in extensive discovery.[SENTMARKER]The case is ongoing.","This case was brought in the U.S. District Court for the Eastern District of Missouri by a group of people who were jailed by the city of Ferguson because they were unable to pay a debt owed to the City from traffic tickets or other minor offenses.[SENTMARKER]The plaintiffs alleged that they were imprisoned solely because the person could not afford to make a monetary payment.[SENTMARKER]The district court dismissed the case on February 13, 2018.[SENTMARKER]The case is now closed.","On February 8, 2015, a group of individuals sued the City of Ferguson, Missouri, alleging that the City's policies and practices of jailing individuals for failure to pay money owed from traffic and other municipal offenses violated their Fourth Amendment rights.[SENTMARKER]The City moved to dismiss the suit, claiming that the plaintiffs had not adequately pleaded that, as quasi-criminal judgment debtors, they were similarly situated to private judgment debtors.[SENTMARKER]The plaintiffs opposed the motion, and the case was assigned to the District Court.[SENTMARKER]The District Court granted the City’s motion to dismiss, finding that plaintiffs had failed to adequately plead that, even if the underlying offenses for which plaintiffs’ fines were imposed were only quasi- criminal in nature, plaintiffs were not sufficiently situated as quasi criminal judgment debtors and dismissed the suit.[SENTMARKER]The case is now closed."
20,"On May 27, 2015, a person jailed by the City of St. Ann, Missouri (the City), for failing to pay the fee required under the City's secured bail system, sued the City in the U.S. District Court for the Eastern District of Missouri, arguing that the City had violated the Fourteenth Amendment of the U.S. Constitution, and asking for declaratory relief, injunctive relief, damages, attorneys' fees, and costs.[SENTMARKER]On September 3, 2015, the Judge assigned to the case, Judge Rodney W. Sippel, granted a stay in the proceedings to allow the parties to test the effects of a provisional settlement agreement, under which plaintiff agreed to drop his non-equitable claims, and under which the City agreed to end its secured bail policy and pay the plaintiff a $10,000 fee for acting as a class representative.[SENTMARKER]On May 4, 2018, a Consent Agreement was signed by Judge Sippel, whereby most of the original relief sought was agreed to by the Defendant.[SENTMARKER]The Court retains jurisdiction for two years, which may be extended for one more year upon agreement.","On May 4, 2018, a class action lawsuit was filed against the City of St. Ann, Missouri.[SENTMARKER]The suit alleged that the City had a policy that unlawfully kept a plaintiff in the custody of the City because he could not afford to post a cash bond pursuant to an established schedule.[SENTMARKER]The parties entered into a settlement agreement in which the City agreed to pay the plaintiff $10,000 as a class representative fee.[SENTMARKER]The case was dismissed with prejudice subject only to the continuing jurisdiction of the Court to enforce the settlement agreements.","On May 29, 2015, a man arrested by the City of St. Ann, Missouri, for a traffic offense, filed a civil rights suit in the U.N.[SENTMARKER]District court for the Eastern District Of Missouri against the City.[SENTMARKER]The suit alleged that the City unlawfully kept him in the custody of the City because he could not afford to post a cash bond pursuant to an established schedule.[SENTMARKER]The parties entered into an agreement to settle the suit, which was approved by the court on December 2, 2016.[SENTMARKER]The parties filed a joint motion and proposed consent judgement to dissolve the stay on January 3, 2017.[SENTMARKER]The parties agreed to dismiss the suit with prejudice subject only to the continuing jurisdiction of the court."
