,gold_sents,pegasus_output_sents,oreo_pegasus_output_sents
10,"In 2016, prisoners that had completed their sentences but remained incarcerated by the Illinois Department of Corrections filed this class action against the state in the U.S. District Court for the Northern District of Illinois.[SENTMARKER]The plaintiffs alleged that the Illinois statutory scheme governing mandatory supervised release (MSR) for sex offenders and the requirement for offenders to have an approved “host site” in order to be released from custody violated their Eighth and Fourteenth Amendment rights.[SENTMARKER]The court awarded the plaintiffs summary judgment on the Eighth and Fourteenth Amendment claims.[SENTMARKER]The court entered a permanent injunction on January 15, 2020,  requiring IDOC to present a plan for releasing class members from custody, and quarterly reports outlining steps that were being taken to ensure that all class members would be properly released by January 2, 2021.[SENTMARKER]As of July 2020, the court's supervision of IDOC's progress is ongoing.","On August 18, 2017, a group of sex offenders filed a lawsuit in the United States District Court for the Northern district of Illinois challenging the constitutionality of mandatory supervised release (MSR) laws in the State of Illinois.[SENTMARKER]The plaintiffs, individually and on behalf of two classes of similarly situated individuals, allege that the laws violate their constitutional right to liberty under the Eighth and Fourteenth Amendments.[SENTMARKER]The defendants filed a motion to dismiss the case.[SENTMARKER]The district court denied the motion, and the case is now closed.","In 2012, a group of Illinois sex offenders filed this class action lawsuit in the Northern district of Illinois.[SENTMARKER]The plaintiffs alleged that the defendants' practice of keeping them in prison, instead of supervising them on release, because they are indigent and homeless discriminates against them because of their poverty.[SENTMARKER]The defendants moved for summary judgment, and the court denied the plaintiffs' motion for class certification."
11,"On October 21, 2015, a private plaintiff sued the City of Dodge City, Kansas and Ford County in a civil rights action arising under 42 U.S.C. § 1983.[SENTMARKER]The plaintiff alleged that the Dodge City's wealth-based post-arrest detention scheme violated the Due Process and Equal Protection Clauses of the Fourteenth Amendment.[SENTMARKER]The plaintiff sought injunctive relief, compensatory damages, and a declaration that the City's wealth-based detention practices were unlawful.[SENTMARKER]The parties agreed to settle that the City would be enjoined from holding an arrestee in custody after a non-warrant arrest on the basis of inability to post bond.[SENTMARKER]The court retains jurisdiction to enforce the injunction but the case otherwise appears closed.","In 2014, a Dodge City resident was arrested for disorderly conduct and was held in the Ford County Jail until he could post a cash bond.[SENTMARKER]The resident filed a lawsuit against the City and Ford County alleging that the Defendant had a policy which unlawfully kept him in the custody of the Defendant because he could not afford to post a money bond pursuant to an established schedule for the alleged offense.[SENTMARKER]The Plaintiff sought equitable relief and damages in violation of the Fourteenth Amendment of the United States Constitution and the City agreed to release all individuals arrested (for non-warrant arrests) in the City for violation of municipal ordinances of the City on Own Recognizance Bonds (""OR Bonds"") without further conditions of release as soon as practical after booking and will not require individuals to post any type of monetary bond.[SENTMARKER]In 2015, the District Court granted the Plaintiff's motion for summary judgment, and the parties entered into a settlement agreement.[SENTMARKER]The settlement agreement, which was approved by the Court in 2016, requires the City to release individuals arrested for violations of the city's OR Bonds without further condition of release and to allow the individual to become sober enough to no longer endanger himself or others and to understand the obligations he or she has to the municipal court upon release.","On April 14, 2016, a Dodge City resident filed this civil rights action in the United States district court for the district of Kansas.[SENTMARKER]The Plaintiff alleged that Dodge City's wealth-based detention scheme has no place in a system that promises equal justice under law, and it violated the Due Process and equal protection Clauses of the Constitution.[SENTMARKER]The plaintiff sought declaratory, injunctive, and compensatory relief.[SENTMARKER]The Court granted the Plaintiff's motion for entry of final injunctive relief, and the parties agreed that the City would release all individuals arrested (for non-warrant arrests) in the City for violation of municipal ordinances of the City on Own Recognizance Bonds (""OR Bonds"") without further conditions of release as soon as practical after booking and would not require individuals to post any type of monetary bond.[SENTMARKER]The parties also agreed to the entry of a Declaratory Judgment."
12,"In 2015, prisoners in the Kentucky Clark County Jail filed this class action in the U.S. District Court for the Eastern District of Kentucky, alleging that the state did not afford adequate procedural right prior to unlawfully charging inmates a fee for their incarceration without an order from the sentencing court.[SENTMARKER]The plaintiffs sought a declaratory judgment, permanent injunction of the practice, and monetary damages.[SENTMARKER]The court granted the defendants' motion to dismiss and dismissed all claims alleged in the complaint with prejudice, and all pending motions were denied moot.[SENTMARKER]In 2016, the plaintiffs appealed but the appeals court affirmed the judgment of the district court.","On March 15, 2015, a former inmate of the Clark County Detention Center in Kentucky filed a lawsuit against the county and its jailer, alleging that the jailer had violated the due process clause of the Fourteenth Amendment by charging him for incarceration costs without providing him with a hearing.[SENTMARKER]The district court dismissed the case, but the Sixth Circuit affirmed the district court's decision.[SENTMARKER]The case is now closed.","On March 31, 2016, a former inmate of the Clark County Jail filed a lawsuit against the county, alleging that the county was violating the Fourteenth Amendment by charging him a fee for his incarceration without an order from a sentencing court.[SENTMARKER]The district court granted the defendants' motion to dismiss, dismissed the federal claims with prejudice, and dismissed the state claims without prejudice.[SENTMARKER]The case is closed."
13,"This 2017 class lawsuit was brought by two residents of East Baton Rouge Parish in the U.S. District Court for the Middle District of Louisiana.[SENTMARKER]The plaintiffs alleged that, in charging fees in addition to bail to be released from prison before trial, the defendant RHI had violated federal and state anti-racketeering law, their Due Process and Equal Protection rights, and the right to be free from unreasonable searches and seizures.[SENTMARKER]The parties reached a private settlement, and the case was dismissed on February 20, 2020.","On June 4, 1983, a class action was filed in the United States District Court for the Middle District Of Louisiana on behalf of a group of individuals who had been ordered to be supervised by Rehabilitation Home, Incarcerated (RHI) in the East Baton rouge Parish Prison.[SENTMARKER]The plaintiffs alleged that RHI and its Chief Executive Officer, Cleve Dunn, Sr., refused to release individuals ordered to RHI supervision until they paid RHI's initial fee.[SENTMARKER]In doing so, the defendants violated the Fourteenth Amendment right to equal protection and due process and the Louisiana Racketeering Influenced and Corrupt Organization statutes.[SENTMARKER]On August 31, 2018, the court granted the plaintiffs' motion for summary judgment, finding that the defendants had violated the defendants' right to due process.[SENTMARKER]The case was dismissed on August 31, 2018.","On February 27, 2017, two plaintiffs filed this lawsuit in the U.N.[SENTMARKER]District District Court for the Middle District Of Louisiana against East Baton rouge Parish and RHI.[SENTMARKER]The plaintiffs alleged that RHI violated the Fourteenth Amendment due process and equal protection provisions of the Constitution by threatening to arrest and jail them for nonpayment of RHI's monthly fee.[SENTMARKER]The case was closed on February 27, 2017.[SENTMARKER]RHI filed a motion to dismiss the plaintiffs' complaint, which was denied by the court."
14,"In 2015, indigent former criminal defendants filed this putative class action lawsuit in the U.S. District Court for the Eastern District of Louisiana.[SENTMARKER]Plaintiffs alleged that that the defendants had a practice of imprisoning individuals who had failed to pay court debts without meaningfully determining whether the individuals had the ability to pay the debt.[SENTMARKER]In August 2018, granted plaintiffs’ motion for class certification, and held that the Judges’ policy/practice of not inquiring into the ability of the persons falling within the certified class to pay before they are imprisoned for non-payment of court debts was unconstitutional, and that the Judges’ failure to provide a neutral forum for determination of such persons’ ability to pay was unconstitutional.[SENTMARKER]The defendants appealed to the Fifth Circuit Court of Appeals.[SENTMARKER]The Fifth Circuit affirmed the lower court on August 23, 2019.[SENTMARKER]The defendants petitioned the Fifth Circuit to rehear the case en banc on September 6, 2019, but the court denied to rehear on September 30.[SENTMARKER]The defendants filed a petition for writ of certiorari in the U.S. Supreme Court on December 20, 2019.[SENTMARKER]Cert was denied on March 3, 2020.","On December 17, 2015, a group of New Orleans residents filed a class action lawsuit against the city in the United States District Court for the Eastern district of Louisiana.[SENTMARKER]The plaintiffs alleged that the city's collection practices violated the Fourteenth Amendment due process clause of the Constitution.[SENTMARKER]The district court granted summary judgment in favor of the defendants.[SENTMARKER]On May 13, 2016, the Fifth Circuit upheld the district court's decision, and the case was closed.","On August 6, 2015, a group of individuals filed this class action lawsuit against the Orleans Parish criminal district court, challenging the debt collection practices of that court.[SENTMARKER]The plaintiffs alleged that the court's policy of not inquiring into the ability of criminal defendants to pay before they are imprisoned for nonpayment of court debts was unconstitutional.[SENTMARKER]The court granted the plaintiffs' motion for class certification and entered a judgment in favor of the plaintiffs."
15,"A class-action lawsuit sought declaratory judgment against twelve Louisiana judges, alleging that the judges violated Plaintiffs' Due Process and Equal Protection rights by imposing bail without determining whether arrestees could pay.[SENTMARKER]The complaint also alleged an improper financial incentive for judges to impose bail in order to receive a portion of the money for their general expense fund.","In November 2019, a class action lawsuit was filed in the U.N.[SENTMARKER]district court for the Orleans Parish criminal district in New Orleans, Louisiana.[SENTMARKER]The plaintiffs alleged that Orleans Parish Sheriff Marlin Gusman and Orleans Parish District Court Judge Darryl A. Derbigny violated the plaintiffs' constitutional rights by detaining them without reasonable cause and requiring them to pay a bond to a commercial surety to secure their release.[SENTMARKER]In June 2020, the parties filed a motion to dismiss the case for lack of jurisdiction.[SENTMARKER]The parties agreed to work together to resolve the matter without prejudice.[SENTMARKER]On July 2020, the case was dismissed with prejudice.","On February 26, 2019, a class action lawsuit was filed in the U.S. District Court for the Southern District of New York on behalf of thousands of defendants who were detained solely on secured money bonds that they could not afford.[SENTMARKER]The plaintiffs alleged that the defendants violated the Fourteenth Amendment’s Due Process and Equal Protection Clauses by keeping them in jail when they cannot afford to pay the amount of money set by Defendants without an inquiry into and findings concerning their ability to pay or alternative non-financial conditions of release."
16,"In December 2020, four individuals at East Baton Rouge Parish Prison (EBRPP) filed this class action lawsuit alleging violations of their Fourteenth and Sixth Amendment rights by judicial and prison officials.[SENTMARKER]On December 15, the plaintiffs filed a motion for temporary restraining order and preliminary injunction.[SENTMARKER]The request for a temporary restraining order was later withdrawn in January 2021.[SENTMARKER]A settlement conference is scheduled for March 11 and the deadline for the parties to file a joint status report is March 21.[SENTMARKER]The defendants' responsive pleading to the complaint is due on March 22, 2021.[SENTMARKER]This case is ongoing.","In December 2020, a class action lawsuit was filed in the United States District Court for the Middle district of Louisiana on behalf of individuals who were detained in the local pretrial detention facility.[SENTMARKER]The plaintiffs alleged that the local Sheriff's Office and the Criminal Division of the 19th Judicial District Court of Louisiana violated their constitutional rights by detaining them in the pretrial facility because they could not afford to pay their bail.[SENTMARKER]One of the plaintiffs was suffering from Stage IV prostate cancer and was unable to pay $200,000 for his release, so he remained imprisoned there.[SENTMARKER]The class is comprised of all individuals who are detained at the local EBRPP facility pre-trial and who receive determinations on their eligibility for bail from the criminal division.[SENTMARKER]The case was settled in June of this year, with the defendants agreeing to pay the plaintiffs in full.","The MacArthur Justice Center filed this class action lawsuit in the United States District Court for the 19th District of Louisiana on behalf of individuals detained in the East Baton Rogue Parish Prison pre-trial and who receive determinations on their eligibility for bail from the Judge's office.[SENTMARKER]The plaintiffs alleged that the Sheriff and Warden of the EBRPP violated the due process and equal protection provisions of the Fourteenth Amendment and the Sixth Amendment by denying individuals their equal protection rights.[SENTMARKER]The case was dismissed on August 12, 2020.[SENTMARKER]The plaintiffs filed a motion to dismiss and a motion for release of bond obligation on October 27, 2020.[SENTMARKER]The case is still ongoing."
17,"On January 19, 2006, a death-sentenced inmate of the Maryland Correctional Adjustment Center in Baltimore, Maryland filed a lawsuit under 42 U.S.C. § 1983 against the Maryland Department of Corrections in the U.S. District Court for the District of Maryland.[SENTMARKER]The plaintiff objected to the three-drug cocktail (sodium pentothal, pancuronium bromide, and potassium chloride) used in Maryland's lethal injections.[SENTMARKER]The plaintiff argued that the defendant's lethal injection procedures arbitrarily and unnecessarily created a grave risk that he would suffer extreme pain during his execution, thus violating his rights under the Eighth and Fourteenth Amendments.[SENTMARKER]The plaintiff also filed a similar complaint in the Circuit Court for Baltimore City alleging that the defendants failed to follow Maryland law because the execution protocol had not been adopted under the Maryland Administrative Procedures Act (MAPA).[SENTMARKER]On December 19, 2006 the Maryland Court of Appeals invalidated the Maryland execution protocols until such time as they were properly adopted under MAPA or exempted from that requirement by an act of the Maryland General Assembly.[SENTMARKER]On January 29, 2007, two bills were introduced in the Maryland General Assembly, one that would exempt the death penalty protocols from the MAPA requirement and one that would repeal the death penalty in the state.[SENTMARKER]The judge agreed to stay the proceedings of this case pending the outcome of the legislation.[SENTMARKER]According to the status report on March 14, 2011, all executions in Maryland had been stayed until the proper administrative regulations were adopted.[SENTMARKER]On August 16, 2012 this case was administratively closed.[SENTMARKER]In May 2013 the Maryland legislature repealed the death penalty for all future convictions and in December 2014 Governor O'Malley commuted the death sentences of the four remaining death-row inmates to life without the possibility of parole.","On January 25, 2006, a death-sentenced inmate in Maryland filed a lawsuit against the State of Maryland alleging that the state's lethal injection protocol violated the civil rights of the inmate by causing him unnecessary pain, suffering, and death.[SENTMARKER]The case was dismissed by the District Court.[SENTMARKER]The Supreme Court granted certiorari and a stay of execution to a Florida inmate who had challenged Florida's execution protocol under 42 U. S.C.  1983.","In December 2005, a death row inmate in Maryland filed a lawsuit against the State of Maryland, alleging that the State's execution procedures violated his Eighth and Fourteenth Amendment rights under the United States Constitution.[SENTMARKER]In January 2007, the Maryland General Assembly passed House Bill 225, which would repeal the death penalty in the state.[SENTMARKER]In February 2011, the Secretary withdrew the proposed regulations for the execution process, and all executions in Maryland are stayed until the regulations are properly adopted."
18,"In response to the economic crisis caused by the COVID-19 pandemic of 2020, Congress passed the CARES Act, which created, among other things, the “Paycheck Protection Program.”[SENTMARKER]Under this program, small business owners could apply for a loan from the Small Business Administration; if they later certified that all of the loan funds had been used for qualifying expenses, the loan would be forgiven.[SENTMARKER]The SBA’s rules disqualified many small business owners with criminal records.[SENTMARKER]Several small business owners brought this lawsuit against the SBA in the U.S. District Court for the District of Maryland, challenging this criminal record exclusion.[SENTMARKER]On June 29, the court granted a preliminary injunction requiring the SBA to extend the application deadline for the named plaintiffs from June 30 to July 21, 2020.[SENTMARKER]The following week, Congress passed follow-up legislation extending the deadline for all applicants to August 8, 2020.[SENTMARKER]As of July 29, 2020, further developments in the litigation are pending.","On June 16, 2020, a small business owner filed a lawsuit in the United States District Court for the district of Maryland against the Small Business Administration (SBA) alleging that the SBA's Paycheck Protection Program ( PPP) excluded him from the PPP because he had been convicted of a felony.[SENTMARKER]In April 2020, the SBA issued an interim final rule revising the eligibility requirement related to felony convictions of applicants or owners of the applicant.[SENTMARKER]On April 15, 2020, the court granted the plaintiff's motion for a preliminary injunction, and the case was closed on June 16, 2020.","On April 20, 2020, a group of small business owners filed a class action lawsuit in the United States District Court for the district of Maryland against the Small Business administration (SBA) alleging that the SBA's Paycheck Protection Program (PPP) excluded them from the PPP because of their criminal history.[SENTMARKER]The plaintiffs alleged that the exclusion violated the plaintiffs' First and Fourteenth Amendment rights.[SENTMARKER]The court granted the plaintiffs expedited briefing and extended the deadline to apply for the PPP until July 21, 2020.[SENTMARKER]The plaintiffs filed a motion for a preliminary injunction on May 1, 2020, which was granted by the court.[SENTMARKER]The parties filed a joint motion for an injunction on June 26, 2020."
19,"On February 8, 2015, persons jailed for failing to pay their legal fines sued the City of Ferguson in the U.S. District Court for the Eastern District of Missouri under 42 U.S.C. § 1983, arguing that the City violated the Fourth, Sixth, Eighth, and Fourteenth Amendments of the U.S Constitution.[SENTMARKER]They asked the court for declaratory relief, injunctive relief, monetary damages, attorneys' fees, and costs.[SENTMARKER]The court denied multiple motions to dismiss, and the parties have engaged in extensive discovery.[SENTMARKER]The case is ongoing.","On February 13, 2018, a class action was filed in the U.S. District Court for the Eastern District of Missouri on behalf of a group of impoverished people who were jailed for failing to pay a debt owed to the City from traffic tickets or other minor offenses.[SENTMARKER]The plaintiffs alleged that the City imprisoned a human being solely because the person could not afford to make a monetary payment.[SENTMARKER]The district court dismissed the case on the basis of sovereign immunity, which barred the plaintiffs from claiming equal protection under the Fourteenth Amendment.","On February 8, 2015, a group of individuals filed a class action suit in the U.N.[SENTMARKER]District Court for the Eastern district of Missouri against the city of Ferguson.[SENTMARKER]The plaintiffs alleged that the city's policies and practices of jailing individuals for failure to pay money owed from traffic and other municipal offenses violated their Fourth, Fourth, and Eighth Amendments rights.[SENTMARKER]The city moved to dismiss the suit, claiming that the plaintiffs had not adequately pleaded that, as quasi-criminal judgment debtors, they were similarly situated to private judgment debtors.[SENTMARKER]The district court granted the defendants' motion to dismiss, and the case is closed."
